date,order_id,product_id,units_received
2026-05-12,O001751,P038,12
2026-05-12,O001752,P039,12
2026-05-12,O001753,P040,12
2026-05-12,O001754,P041,12
2026-05-13,O001744,P022,12
2026-05-13,O001755,P001,48
2026-05-13,O001756,P002,48
2026-05-13,O001757,P003,24
2026-05-13,O001758,P004,24
2026-05-13,O001760,P007,24
2026-05-13,O001761,P008,24
2026-05-13,O001762,K002,1
2026-05-13,O001763,K003,3
2026-05-13,O001764,K004,2
2026-05-13,O001765,K005,2
2026-05-14,O001736,P045,48
2026-05-14,O001759,P005,48
2026-05-14,O001766,P043,24
2026-05-14,O001767,P044,24
2026-05-14,O001768,P045,48
2026-05-14,O001769,P046,24
2026-05-15,O001747,P027,12
2026-05-15,O001770,P010,12
2026-05-15,O001771,P014,12
2026-05-15,O001772,P019,12
2026-05-15,O001773,P027,12
2026-05-15,O001774,P036,12
2026-05-15,O001775,P038,12
2026-05-15,O001776,P039,12
2026-05-15,O001777,P041,12
2026-05-16,O001778,P001,48
2026-05-16,O001779,P002,24
2026-05-16,O001780,P003,24
2026-05-16,O001781,P004,24
2026-05-16,O001782,P005,24
2026-05-16,O001783,P006,24
2026-05-16,O001784,P007,24
2026-05-16,O001785,K001,2
2026-05-16,O001786,K002,2
2026-05-16,O001787,K003,3
2026-05-16,O001788,K004,2
2026-05-16,O001789,K005,1
2026-05-18,O001790,P043,72
2026-05-18,O001791,P044,72
2026-05-18,O001792,P046,48
2026-05-18,O001793,P047,48
2026-05-18,O001794,P048,48
2026-05-18,O001795,P049,24
2026-05-18,O001796,P052,6
2026-05-18,O001797,P054,6
2026-05-19,O001799,P020,12
2026-05-19,O001800,P025,12
2026-05-19,O001801,P031,12
2026-05-19,O001802,P033,12
2026-05-19,O001803,P035,12
2026-05-19,O001804,P038,12
2026-05-19,O001805,P039,12
2026-05-19,O001806,P041,12
2026-05-20,O001798,P013,12
2026-05-20,O001807,P001,24
2026-05-20,O001808,P002,48
2026-05-20,O001809,P003,48
2026-05-20,O001810,P005,24
2026-05-20,O001811,P006,24
2026-05-20,O001812,P007,24
2026-05-20,O001813,P008,24
2026-05-20,O001814,K001,2
2026-05-20,O001815,K002,1
2026-05-20,O001816,K003,3
2026-05-20,O001818,K005,2
2026-05-21,O001819,P043,24
2026-05-21,O001820,P045,24
2026-05-21,O001821,P046,24
2026-05-21,O001822,P047,24
2026-05-21,O001823,P048,24
2026-05-22,O001824,P011,12
2026-05-22,O001825,P014,12
2026-05-22,O001826,P016,12
2026-05-22,O001827,P021,12
2026-05-22,O001828,P025,12
2026-05-22,O001829,P033,12
2026-05-22,O001830,P039,12
2026-05-22,O001831,P040,12
2026-05-23,O001817,K004,2
2026-05-23,O001833,P042,12
2026-05-23,O001834,P001,72
2026-05-23,O001835,P002,24
2026-05-23,O001836,P003,24
2026-05-23,O001837,P004,24
2026-05-23,O001838,P005,48
2026-05-23,O001839,P006,24
2026-05-23,O001840,P007,24
2026-05-23,O001841,K001,2
2026-05-23,O001842,K002,2
2026-05-23,O001843,K003,3
2026-05-23,O001844,K004,5
2026-05-23,O001845,K005,2
2026-05-25,O001832,P041,12
2026-05-25,O001846,P043,96
2026-05-25,O001847,P044,72
2026-05-25,O001848,P045,48
2026-05-25,O001849,P046,72
2026-05-25,O001850,P047,48
2026-05-25,O001851,P048,48
2026-05-25,O001852,P049,24
2026-05-25,O001853,P052,6
2026-05-25,O001854,P053,6
2026-05-25,O001855,P055,6
2026-05-26,O001856,P009,12
2026-05-26,O001857,P013,12
2026-05-26,O001858,P025,12
2026-05-26,O001859,P031,12
2026-05-26,O001860,P033,12
2026-05-26,O001861,P034,12
2026-05-26,O001862,P038,12
2026-05-26,O001863,P039,12
2026-05-26,O001864,P041,24
2026-05-27,O001865,P001,48
2026-05-27,O001866,P002,48
2026-05-27,O001867,P003,48
2026-05-27,O001869,P005,48
2026-05-27,O001870,P006,24
2026-05-27,O001871,P007,24
2026-05-27,O001872,P008,24
2026-05-27,O001875,K003,3
2026-05-27,O001876,K004,1
2026-05-28,O001873,K001,3
2026-05-28,O001874,K002,2
2026-05-28,O001878,P043,48
2026-05-28,O001879,P044,24
2026-05-28,O001880,P045,24
2026-05-28,O001881,P046,24
2026-05-28,O001882,P047,24
2026-05-28,O001883,P048,24
2026-05-29,O001884,P052,6
2026-05-29,O001886,P013,12
2026-05-29,O001887,P014,12
2026-05-29,O001888,P019,12
2026-05-29,O001889,P038,12
2026-05-30,O001868,P004,24
2026-05-30,O001877,K005,2
2026-05-30,O001885,P054,6
2026-05-30,O001890,P001,24
2026-05-30,O001891,P002,24
2026-05-30,O001892,P003,24
2026-05-30,O001893,P004,24
2026-05-30,O001894,P005,24
2026-05-30,O001896,P007,24
2026-05-30,O001897,K001,1
2026-05-30,O001898,K002,2
2026-05-30,O001899,K003,3
2026-05-30,O001900,K004,2
2026-05-30,O001901,K005,3
2026-06-01,O001902,P043,72
2026-06-01,O001904,P045,24
2026-06-01,O001905,P046,48
2026-06-01,O001906,P047,48
2026-06-01,O001907,P048,24
2026-06-01,O001908,P049,24
2026-06-01,O001909,P052,6
2026-06-02,O001895,P006,24
2026-06-02,O001910,P025,12
2026-06-02,O001911,P029,12
2026-06-02,O001912,P033,12
2026-06-02,O001914,P039,12
2026-06-02,O001915,P040,12
2026-06-02,O001916,P041,24
2026-06-03,O001903,P044,48
2026-06-03,O001917,P001,48
2026-06-03,O001918,P002,24
2026-06-03,O001920,P005,48
2026-06-03,O001921,P007,24
2026-06-03,O001922,P008,24
2026-06-03,O001923,K001,2
2026-06-03,O001924,K002,1
2026-06-03,O001925,K003,3
2026-06-03,O001926,K004,2
2026-06-04,O001913,P035,12
2026-06-04,O001928,P045,24
2026-06-04,O001929,P046,24
2026-06-04,O001931,P048,24
2026-06-05,O001927,P043,24
2026-06-05,O001932,P013,12
2026-06-05,O001933,P025,12
2026-06-05,O001934,P031,12
2026-06-05,O001935,P033,12
2026-06-05,O001936,P036,12
2026-06-05,O001937,P037,12
2026-06-05,O001938,P038,12
2026-06-05,O001939,P039,12
2026-06-05,O001940,P041,12
2026-06-06,O001919,P003,24
2026-06-06,O001941,P001,48
2026-06-06,O001943,P003,48
2026-06-06,O001944,P005,24
2026-06-06,O001945,P006,24
2026-06-06,O001946,P007,24
2026-06-06,O001947,K001,2
2026-06-06,O001948,K002,2
2026-06-06,O001949,K003,3
2026-06-06,O001950,K004,2
2026-06-06,O001951,K005,1
2026-06-07,O001930,P047,24
2026-06-07,O001942,P002,48
2026-06-08,O001952,P043,72
2026-06-08,O001953,P044,48
2026-06-08,O001954,P045,48
2026-06-08,O001955,P046,48
2026-06-08,O001956,P047,48
2026-06-08,O001959,P052,6
2026-06-09,O001957,P048,24
2026-06-09,O001958,P049,24
2026-06-09,O001960,P011,12
2026-06-09,O001961,P014,12
2026-06-09,O001962,P020,12
2026-06-09,O001963,P034,12
2026-06-09,O001964,P038,12
2026-06-09,O001965,P039,12
2026-06-09,O001966,P041,12
2026-06-09,O001967,P042,12
2026-06-10,O001968,P001,48
2026-06-10,O001969,P002,24
2026-06-10,O001970,P004,24
2026-06-10,O001972,P006,24
2026-06-10,O001973,P007,24
2026-06-10,O001974,P008,24
2026-06-10,O001975,K001,2
2026-06-10,O001976,K002,1
2026-06-10,O001977,K003,3
2026-06-10,O001978,K004,2
2026-06-10,O001979,K005,1
2026-06-11,O001971,P005,48
2026-06-11,O001980,P043,216
2026-06-11,O001981,P044,24
2026-06-11,O001982,P045,24
2026-06-11,O001983,P046,24
2026-06-11,O001984,P048,24
2026-06-11,O001985,P054,6
2026-06-12,O001986,P025,12
2026-06-12,O001987,P033,12
2026-06-13,O001988,P001,24
2026-06-13,O001990,P003,24
2026-06-13,O001991,P004,24
2026-06-13,O001992,P005,24
2026-06-13,O001993,P006,24
2026-06-13,O001994,P007,24
2026-06-13,O001995,K001,1
2026-06-13,O001996,K002,1
2026-06-13,O001997,K003,2
2026-06-13,O001998,K004,2
2026-06-13,O001999,K005,2
2026-06-15,O001989,P002,48
2026-06-15,O002000,P044,72
2026-06-15,O002001,P045,24
2026-06-15,O002002,P046,24
2026-06-15,O002003,P047,48
2026-06-15,O002004,P048,48
2026-06-15,O002005,P049,24
2026-06-15,O002006,P052,6
2026-06-16,O002007,P009,12
2026-06-16,O002008,P013,12
2026-06-16,O002009,P014,12
2026-06-16,O002010,P019,12
2026-06-16,O002011,P025,12
2026-06-16,O002012,P031,12
2026-06-16,O002013,P033,12
2026-06-16,O002015,P039,12
2026-06-16,O002016,P040,12
2026-06-16,O002017,P041,24
2026-06-17,O002014,P038,12
2026-06-17,O002018,P001,72
2026-06-17,O002019,P002,48
2026-06-17,O002020,P003,48
2026-06-17,O002021,P005,48
2026-06-17,O002023,P007,24
2026-06-17,O002024,P008,24
2026-06-17,O002026,K002,2
2026-06-17,O002027,K003,7
2026-06-17,O002028,K004,3
2026-06-17,O002029,K005,2
2026-06-18,O002025,K001,3
2026-06-18,O002030,P044,24
2026-06-18,O002031,P045,24
2026-06-18,O002032,P046,48
2026-06-18,O002033,P047,48
2026-06-18,O002034,P048,24
2026-06-19,O002022,P006,24
2026-06-19,O002035,P013,12
2026-06-19,O002036,P014,12
2026-06-19,O002037,P016,12
2026-06-19,O002038,P022,12
2026-06-19,O002039,P023,12
2026-06-19,O002040,P024,12
2026-06-19,O002041,P025,12
2026-06-19,O002042,P031,12
2026-06-19,O002043,P035,12
2026-06-19,O002045,P039,12
2026-06-19,O002046,P041,12
2026-06-20,O002044,P038,12
2026-06-20,O002048,P002,24
2026-06-20,O002049,P003,24
2026-06-20,O002050,P004,24
2026-06-20,O002051,P005,24
2026-06-20,O002052,P006,24
2026-06-20,O002053,P007,24
2026-06-20,O002054,K001,2
2026-06-20,O002056,K003,3
2026-06-20,O002057,K004,3
2026-06-20,O002058,K005,2
