reservation_id,date,time,party_size,reservation_type,status
R001113,2026-02-05,20:30,2,regular,confirmed
R001114,2026-02-05,18:30,6,regular,confirmed
R001115,2026-02-05,19:00,3,regular,confirmed
R001116,2026-02-05,20:00,4,regular,confirmed
R001117,2026-02-05,21:00,5,regular,confirmed
R001118,2026-02-05,20:00,2,regular,confirmed
R001119,2026-02-05,20:00,2,regular,confirmed
R001120,2026-02-05,20:30,6,regular,confirmed
R001121,2026-02-05,19:00,2,regular,cancelled
R001122,2026-02-05,18:30,6,regular,confirmed
R001123,2026-02-05,19:00,3,regular,confirmed
R001124,2026-02-06,20:00,3,regular,confirmed
R001125,2026-02-06,18:30,4,regular,confirmed
R001126,2026-02-06,20:00,4,regular,confirmed
R001127,2026-02-06,19:00,2,regular,confirmed
R001128,2026-02-06,18:30,3,regular,confirmed
R001129,2026-02-06,20:00,5,regular,confirmed
R001130,2026-02-06,21:00,4,regular,confirmed
R001131,2026-02-06,18:30,5,regular,confirmed
R001132,2026-02-06,21:00,2,regular,confirmed
R001133,2026-02-06,18:30,5,regular,confirmed
R001134,2026-02-06,18:30,4,regular,confirmed
R001135,2026-02-06,22:00,4,regular,confirmed
R001136,2026-02-06,21:00,2,regular,confirmed
R001137,2026-02-07,22:00,3,regular,confirmed
R001138,2026-02-07,21:00,5,regular,confirmed
R001139,2026-02-07,22:00,5,regular,confirmed
R001140,2026-02-07,19:00,3,regular,confirmed
R001141,2026-02-07,18:30,2,regular,confirmed
R001142,2026-02-07,18:30,5,regular,confirmed
R001143,2026-02-07,21:00,6,regular,confirmed
R001144,2026-02-07,20:30,5,regular,confirmed
R001145,2026-02-08,19:00,6,regular,confirmed
R001146,2026-02-08,19:00,45,private_event,confirmed
R001147,2026-02-08,20:00,2,regular,confirmed
R001148,2026-02-08,22:00,3,regular,confirmed
R001149,2026-02-08,18:30,13,birthday,confirmed
R001150,2026-02-08,20:30,6,regular,confirmed
R001151,2026-02-08,22:00,4,regular,confirmed
R001152,2026-02-09,21:00,2,regular,confirmed
R001153,2026-02-09,22:00,18,large_group,confirmed
R001154,2026-02-09,22:00,4,regular,confirmed
R001155,2026-02-09,21:00,2,regular,confirmed
R001156,2026-02-09,19:00,6,regular,confirmed
R001157,2026-02-09,19:00,10,birthday,confirmed
R001158,2026-02-09,21:00,2,regular,confirmed
R001159,2026-02-10,18:30,4,regular,confirmed
R001160,2026-02-11,22:00,3,regular,confirmed
R001161,2026-02-11,21:00,2,regular,confirmed
R001162,2026-02-11,21:00,5,regular,confirmed
R001163,2026-02-11,20:00,14,birthday,confirmed
R001164,2026-02-11,20:30,4,regular,confirmed
R001165,2026-02-11,22:00,2,regular,confirmed
R001166,2026-02-11,22:00,5,regular,confirmed
R001167,2026-02-12,20:30,5,regular,confirmed
R001168,2026-02-12,22:00,2,regular,confirmed
R001169,2026-02-12,19:00,2,regular,confirmed
R001170,2026-02-12,20:00,4,regular,confirmed
R001171,2026-02-12,22:00,2,regular,confirmed
R001172,2026-02-12,18:30,6,regular,confirmed
R001173,2026-02-12,19:00,2,regular,confirmed
R001174,2026-02-12,21:00,2,regular,confirmed
R001175,2026-02-12,22:00,4,regular,confirmed
R001176,2026-02-13,20:30,5,regular,confirmed
R001177,2026-02-13,21:00,4,regular,confirmed
R001178,2026-02-13,22:00,3,regular,confirmed
R001179,2026-02-13,19:00,4,regular,confirmed
R001180,2026-02-13,18:30,2,regular,confirmed
R001181,2026-02-13,19:00,5,regular,confirmed
R001182,2026-02-13,20:30,4,regular,confirmed
R001183,2026-02-13,21:00,4,regular,confirmed
R001184,2026-02-13,20:00,2,regular,confirmed
R001185,2026-02-13,18:30,3,regular,confirmed
R001186,2026-02-14,19:00,2,regular,confirmed
R001187,2026-02-14,19:00,4,regular,confirmed
R001188,2026-02-14,18:30,6,regular,confirmed
R001189,2026-02-14,18:30,3,regular,confirmed
R001190,2026-02-14,20:30,2,regular,confirmed
R001191,2026-02-14,20:00,11,birthday,confirmed
R001192,2026-02-14,20:00,2,regular,confirmed
R001193,2026-02-14,20:00,2,regular,confirmed
R001194,2026-02-14,19:00,15,birthday,confirmed
R001195,2026-02-14,21:00,3,regular,confirmed
R001196,2026-02-14,20:30,4,regular,confirmed
R001197,2026-02-14,21:00,2,regular,cancelled
R001198,2026-02-14,20:30,2,regular,confirmed
R001199,2026-02-14,21:00,2,regular,confirmed
R001200,2026-02-14,20:30,9,birthday,confirmed
R001201,2026-02-15,22:00,6,regular,confirmed
R001202,2026-02-15,19:00,3,regular,cancelled
R001203,2026-02-15,20:00,2,regular,confirmed
R001204,2026-02-15,22:00,5,regular,confirmed
R001205,2026-02-15,20:30,4,regular,confirmed
R001206,2026-02-16,22:00,5,regular,confirmed
R001207,2026-02-16,18:30,5,regular,confirmed
R001208,2026-02-16,18:30,3,regular,confirmed
R001209,2026-02-16,22:00,4,regular,cancelled
R001210,2026-02-16,19:00,4,regular,confirmed
R001211,2026-02-16,22:00,4,regular,confirmed
R001212,2026-02-17,21:00,18,large_group,confirmed
R001213,2026-02-17,21:00,6,regular,confirmed
R001214,2026-02-17,20:00,16,birthday,confirmed
R001215,2026-02-17,20:00,3,regular,confirmed
R001216,2026-02-18,18:30,3,regular,confirmed
R001217,2026-02-18,19:00,4,regular,confirmed
R001218,2026-02-18,19:00,3,regular,confirmed
R001219,2026-02-18,20:30,4,regular,confirmed
R001220,2026-02-18,19:00,4,regular,confirmed
R001221,2026-02-19,22:00,4,regular,confirmed
R001222,2026-02-19,21:00,2,regular,confirmed
R001223,2026-02-19,22:00,2,regular,confirmed
R001224,2026-02-19,20:00,2,regular,confirmed
R001225,2026-02-19,20:30,10,birthday,confirmed
R001226,2026-02-19,21:00,4,regular,confirmed
R001227,2026-02-19,20:30,5,regular,confirmed
R001228,2026-02-19,22:00,3,regular,confirmed
R001229,2026-02-19,18:30,3,regular,confirmed
R001230,2026-02-19,19:00,5,regular,confirmed
R001231,2026-02-20,21:00,5,regular,confirmed
R001232,2026-02-20,19:00,4,regular,confirmed
R001233,2026-02-20,21:00,4,regular,confirmed
R001234,2026-02-20,22:00,4,regular,confirmed
R001235,2026-02-20,21:00,4,regular,confirmed
R001236,2026-02-20,18:30,3,regular,confirmed
R001237,2026-02-20,21:00,5,regular,confirmed
R001238,2026-02-20,20:00,5,regular,confirmed
R001239,2026-02-20,21:00,6,regular,confirmed
R001240,2026-02-20,18:30,2,regular,confirmed
R001241,2026-02-20,20:30,4,regular,confirmed
R001242,2026-02-20,18:30,2,regular,confirmed
R001243,2026-02-21,20:00,6,regular,confirmed
R001244,2026-02-21,20:00,4,regular,confirmed
R001245,2026-02-21,18:30,4,regular,confirmed
R001246,2026-02-21,19:00,15,birthday,confirmed
R001247,2026-02-21,19:00,6,regular,confirmed
R001248,2026-02-21,18:30,4,regular,confirmed
R001249,2026-02-21,19:00,5,regular,confirmed
R001250,2026-02-21,20:30,2,regular,confirmed
R001251,2026-02-22,18:30,4,regular,confirmed
R001252,2026-02-22,22:00,4,regular,confirmed
R001253,2026-02-22,21:00,4,regular,confirmed
R001254,2026-02-22,21:00,6,regular,confirmed
R001255,2026-02-23,20:30,2,regular,cancelled
R001256,2026-02-23,20:30,2,regular,confirmed
R001257,2026-02-23,20:00,2,regular,confirmed
R001258,2026-02-23,22:00,4,regular,confirmed
R001259,2026-02-23,18:30,3,regular,confirmed
R001260,2026-02-23,22:00,6,regular,confirmed
R001261,2026-02-23,22:00,6,regular,confirmed
R001262,2026-02-24,20:00,2,regular,confirmed
R001263,2026-02-24,20:30,2,regular,confirmed
R001264,2026-02-24,18:30,2,regular,confirmed
R001265,2026-02-24,18:30,2,regular,confirmed
R001266,2026-02-25,21:00,2,regular,confirmed
R001267,2026-02-26,18:30,4,regular,confirmed
R001268,2026-02-26,18:30,2,regular,confirmed
R001269,2026-02-26,18:30,4,regular,confirmed
R001270,2026-02-26,20:00,3,regular,confirmed
R001271,2026-02-26,19:00,8,birthday,confirmed
R001272,2026-02-26,21:00,14,large_group,confirmed
R001273,2026-02-26,20:30,4,regular,confirmed
R001274,2026-02-27,21:00,6,regular,confirmed
R001275,2026-02-27,22:00,4,regular,confirmed
R001276,2026-02-27,18:30,4,regular,confirmed
R001277,2026-02-27,20:00,2,regular,confirmed
R001278,2026-02-27,18:30,4,regular,confirmed
R001279,2026-02-27,18:30,2,regular,confirmed
R001280,2026-02-27,19:00,4,regular,confirmed
R001281,2026-02-27,22:00,5,regular,confirmed
R001282,2026-02-27,20:00,2,regular,confirmed
R001283,2026-02-27,18:30,6,regular,confirmed
R001284,2026-02-27,21:00,4,regular,confirmed
R001285,2026-02-27,18:30,3,regular,confirmed
R001286,2026-02-27,18:30,2,regular,confirmed
R001287,2026-02-27,19:00,47,private_event,cancelled
R001288,2026-02-27,19:00,3,regular,confirmed
R001289,2026-02-28,19:00,3,regular,confirmed
R001290,2026-02-28,18:30,13,large_group,confirmed
R001291,2026-02-28,20:30,4,regular,confirmed
R001292,2026-02-28,19:00,6,regular,confirmed
R001293,2026-02-28,21:00,5,regular,confirmed
R001294,2026-02-28,22:00,4,regular,confirmed
R001295,2026-02-28,20:30,4,regular,confirmed
R001296,2026-03-01,20:00,2,regular,confirmed
R001297,2026-03-01,20:30,4,regular,confirmed
R001298,2026-03-01,21:00,5,regular,confirmed
R001299,2026-03-01,21:00,6,regular,confirmed
R001300,2026-03-04,22:00,4,regular,confirmed
R001301,2026-03-04,18:30,5,regular,confirmed
R001302,2026-03-04,18:30,4,regular,confirmed
R001303,2026-03-04,21:00,4,regular,confirmed
R001304,2026-03-04,20:00,4,regular,confirmed
R001305,2026-03-04,21:00,5,regular,confirmed
R001306,2026-03-05,20:30,2,regular,confirmed
R001307,2026-03-05,18:30,5,regular,confirmed
R001308,2026-03-05,22:00,6,regular,confirmed
R001309,2026-03-05,22:00,2,regular,confirmed
R001310,2026-03-05,20:30,12,birthday,cancelled
R001311,2026-03-05,20:00,4,regular,cancelled
R001312,2026-03-05,22:00,4,regular,confirmed
R001313,2026-03-06,20:30,2,regular,cancelled
R001314,2026-03-06,20:30,2,regular,confirmed
R001315,2026-03-06,19:00,4,regular,confirmed
R001316,2026-03-06,20:00,6,regular,confirmed
R001317,2026-03-06,20:30,4,regular,confirmed
R001318,2026-03-06,20:30,6,regular,confirmed
R001319,2026-03-06,18:30,2,regular,confirmed
R001320,2026-03-06,18:30,3,regular,confirmed
R001321,2026-03-06,19:00,6,regular,confirmed
R001322,2026-03-06,20:30,5,regular,cancelled
R001323,2026-03-06,21:00,6,regular,confirmed
R001324,2026-03-06,20:00,5,regular,confirmed
R001325,2026-03-06,20:00,5,regular,confirmed
R001326,2026-03-06,18:30,2,regular,confirmed
R001327,2026-03-06,19:00,4,regular,confirmed
R001328,2026-03-06,19:00,4,regular,confirmed
R001329,2026-03-06,18:30,4,regular,confirmed
R001330,2026-03-06,21:00,3,regular,confirmed
R001331,2026-03-07,20:00,6,regular,confirmed
R001332,2026-03-07,22:00,2,regular,confirmed
R001333,2026-03-07,21:00,2,regular,confirmed
R001334,2026-03-07,20:30,4,regular,confirmed
R001335,2026-03-07,19:00,6,regular,confirmed
R001336,2026-03-07,18:30,4,regular,confirmed
R001337,2026-03-07,19:00,5,regular,confirmed
R001338,2026-03-07,20:30,3,regular,confirmed
R001339,2026-03-07,20:30,4,regular,confirmed
R001340,2026-03-07,18:30,4,regular,confirmed
R001341,2026-03-07,20:30,2,regular,confirmed
R001342,2026-03-07,19:00,4,regular,confirmed
R001343,2026-03-08,18:30,2,regular,confirmed
R001344,2026-03-09,19:00,4,regular,confirmed
R001345,2026-03-09,19:00,6,regular,confirmed
R001346,2026-03-10,21:00,4,regular,cancelled
R001347,2026-03-10,21:00,2,regular,confirmed
R001348,2026-03-10,20:00,6,regular,confirmed
R001349,2026-03-10,22:00,2,regular,confirmed
R001350,2026-03-10,20:30,6,regular,confirmed
R001351,2026-03-10,18:30,4,regular,confirmed
R001352,2026-03-10,19:00,5,regular,confirmed
R001353,2026-03-10,20:30,4,regular,confirmed
R001354,2026-03-10,22:00,4,regular,confirmed
R001355,2026-03-10,22:00,2,regular,confirmed
R001356,2026-03-11,20:30,16,birthday,confirmed
R001357,2026-03-11,21:00,35,private_event,confirmed
R001358,2026-03-11,20:30,2,regular,confirmed
R001359,2026-03-11,18:30,4,regular,confirmed
R001360,2026-03-11,20:00,4,regular,confirmed
R001361,2026-03-11,22:00,4,regular,confirmed
R001362,2026-03-11,20:00,5,regular,confirmed
R001363,2026-03-12,19:00,2,regular,confirmed
R001364,2026-03-12,18:30,8,birthday,cancelled
R001365,2026-03-12,20:30,5,regular,confirmed
R001366,2026-03-12,20:00,5,regular,confirmed
R001367,2026-03-12,20:30,2,regular,confirmed
R001368,2026-03-12,21:00,4,regular,confirmed
R001369,2026-03-12,20:30,4,regular,confirmed
R001370,2026-03-12,20:30,14,birthday,confirmed
R001371,2026-03-12,18:30,5,regular,confirmed
R001372,2026-03-13,19:00,3,regular,confirmed
R001373,2026-03-13,20:30,4,regular,confirmed
R001374,2026-03-13,20:00,5,regular,confirmed
R001375,2026-03-13,20:30,4,regular,confirmed
R001376,2026-03-13,19:00,4,regular,confirmed
R001377,2026-03-13,19:00,8,birthday,confirmed
R001378,2026-03-13,22:00,2,regular,confirmed
R001379,2026-03-13,19:00,21,large_group,confirmed
R001380,2026-03-13,19:00,5,regular,confirmed
R001381,2026-03-14,19:00,5,regular,confirmed
R001382,2026-03-14,19:00,4,regular,confirmed
R001383,2026-03-14,20:30,4,regular,confirmed
R001384,2026-03-14,19:00,2,regular,confirmed
R001385,2026-03-14,21:00,5,regular,confirmed
R001386,2026-03-14,20:30,5,regular,cancelled
R001387,2026-03-14,20:00,3,regular,confirmed
R001388,2026-03-14,20:00,2,regular,confirmed
R001389,2026-03-14,21:00,4,regular,confirmed
R001390,2026-03-14,20:00,4,regular,confirmed
R001391,2026-03-14,20:30,2,regular,confirmed
R001392,2026-03-15,21:00,4,regular,confirmed
R001393,2026-03-15,21:00,4,regular,confirmed
R001394,2026-03-15,21:00,5,regular,confirmed
R001395,2026-03-16,21:00,3,regular,confirmed
R001396,2026-03-16,22:00,4,regular,cancelled
R001397,2026-03-16,20:30,6,regular,confirmed
R001398,2026-03-16,19:00,4,regular,confirmed
R001399,2026-03-16,20:30,6,regular,confirmed
R001400,2026-03-16,18:30,3,regular,confirmed
R001401,2026-03-17,19:00,13,birthday,confirmed
R001402,2026-03-17,20:00,2,regular,confirmed
R001403,2026-03-17,19:00,4,regular,confirmed
R001404,2026-03-17,22:00,15,large_group,confirmed
R001405,2026-03-17,18:30,17,large_group,confirmed
R001406,2026-03-17,20:00,2,regular,confirmed
R001407,2026-03-18,20:30,6,regular,confirmed
R001408,2026-03-18,21:00,40,private_event,confirmed
R001409,2026-03-18,21:00,2,regular,confirmed
R001410,2026-03-18,19:00,6,regular,confirmed
R001411,2026-03-18,21:00,6,regular,confirmed
R001412,2026-03-18,20:00,2,regular,confirmed
R001413,2026-03-18,19:00,2,regular,confirmed
R001414,2026-03-18,20:00,6,regular,confirmed
R001415,2026-03-19,20:30,2,regular,confirmed
R001416,2026-03-19,21:00,6,regular,cancelled
R001417,2026-03-19,20:30,4,regular,confirmed
R001418,2026-03-19,20:00,3,regular,confirmed
R001419,2026-03-19,21:00,4,regular,confirmed
R001420,2026-03-20,20:30,2,regular,confirmed
R001421,2026-03-20,20:00,4,regular,confirmed
R001422,2026-03-20,20:00,3,regular,confirmed
R001423,2026-03-20,19:00,4,regular,confirmed
R001424,2026-03-20,20:30,2,regular,confirmed
R001425,2026-03-21,20:00,4,regular,confirmed
R001426,2026-03-21,19:00,2,regular,confirmed
R001427,2026-03-21,22:00,5,regular,confirmed
R001428,2026-03-21,20:00,4,regular,confirmed
R001429,2026-03-21,20:00,2,regular,confirmed
R001430,2026-03-21,19:00,4,regular,confirmed
R001431,2026-03-21,22:00,6,regular,confirmed
R001432,2026-03-21,20:00,4,regular,confirmed
R001433,2026-03-21,22:00,3,regular,confirmed
R001434,2026-03-21,18:30,4,regular,confirmed
R001435,2026-03-21,21:00,2,regular,confirmed
R001436,2026-03-22,22:00,4,regular,confirmed
R001437,2026-03-22,19:00,4,regular,confirmed
R001438,2026-03-22,19:00,4,regular,confirmed
R001439,2026-03-22,18:30,6,regular,cancelled
R001440,2026-03-22,21:00,4,regular,confirmed
R001441,2026-03-23,18:30,3,regular,confirmed
R001442,2026-03-24,19:00,6,regular,confirmed
R001443,2026-03-24,22:00,5,regular,confirmed
R001444,2026-03-24,19:00,3,regular,confirmed
R001445,2026-03-24,21:00,6,regular,confirmed
R001446,2026-03-24,19:00,5,regular,confirmed
R001447,2026-03-24,19:00,6,regular,confirmed
R001448,2026-03-24,20:00,2,regular,confirmed
R001449,2026-03-24,19:00,6,regular,confirmed
R001450,2026-03-24,22:00,3,regular,confirmed
R001451,2026-03-24,20:30,2,regular,confirmed
R001452,2026-03-25,20:00,2,regular,confirmed
R001453,2026-03-25,21:00,6,regular,confirmed
R001454,2026-03-25,21:00,2,regular,confirmed
R001455,2026-03-25,20:00,4,regular,confirmed
R001456,2026-03-25,22:00,3,regular,confirmed
R001457,2026-03-25,21:00,3,regular,confirmed
R001458,2026-03-25,19:00,3,regular,confirmed
R001459,2026-03-25,22:00,2,regular,confirmed
R001460,2026-03-25,21:00,4,regular,confirmed
R001461,2026-03-26,20:30,6,regular,confirmed
R001462,2026-03-26,20:00,4,regular,confirmed
R001463,2026-03-26,19:00,5,regular,confirmed
R001464,2026-03-26,20:00,3,regular,confirmed
R001465,2026-03-26,20:00,2,regular,cancelled
R001466,2026-03-26,22:00,5,regular,confirmed
R001467,2026-03-26,21:00,2,regular,confirmed
R001468,2026-03-26,19:00,6,regular,confirmed
R001469,2026-03-26,22:00,3,regular,confirmed
R001470,2026-03-27,19:00,19,large_group,confirmed
R001471,2026-03-27,22:00,5,regular,cancelled
R001472,2026-03-27,18:30,13,birthday,confirmed
R001473,2026-03-27,18:30,5,regular,confirmed
R001474,2026-03-27,18:30,3,regular,cancelled
R001475,2026-03-27,20:30,2,regular,confirmed
R001476,2026-03-27,22:00,6,regular,confirmed
R001477,2026-03-27,22:00,25,large_group,confirmed
R001478,2026-03-27,19:00,9,birthday,confirmed
R001479,2026-03-27,20:30,6,regular,confirmed
R001480,2026-03-27,22:00,3,regular,confirmed
R001481,2026-03-27,18:30,4,regular,confirmed
R001482,2026-03-28,21:00,3,regular,confirmed
R001483,2026-03-28,22:00,2,regular,confirmed
R001484,2026-03-28,19:00,3,regular,confirmed
R001485,2026-03-28,21:00,14,birthday,confirmed
R001486,2026-03-28,18:30,5,regular,confirmed
R001487,2026-03-28,18:30,4,regular,confirmed
R001488,2026-03-28,20:00,21,large_group,confirmed
R001489,2026-03-28,22:00,5,regular,confirmed
R001490,2026-03-28,20:00,4,regular,confirmed
R001491,2026-03-28,21:00,6,regular,confirmed
R001492,2026-03-28,21:00,6,regular,confirmed
R001493,2026-03-29,20:30,6,regular,confirmed
R001494,2026-03-29,20:30,4,regular,confirmed
R001495,2026-03-30,20:30,2,regular,confirmed
R001496,2026-03-30,19:00,2,regular,confirmed
R001497,2026-03-30,19:00,12,large_group,confirmed
R001498,2026-03-30,20:00,4,regular,confirmed
R001499,2026-03-30,19:00,3,regular,confirmed
R001500,2026-03-31,18:30,4,regular,confirmed
R001501,2026-03-31,20:30,4,regular,confirmed
R001502,2026-03-31,20:30,5,regular,confirmed
R001503,2026-03-31,20:30,5,regular,confirmed
R001504,2026-03-31,18:30,4,regular,confirmed
R001505,2026-03-31,18:30,12,large_group,confirmed
R001506,2026-03-31,20:00,4,regular,confirmed
R001507,2026-03-31,20:30,4,regular,confirmed
R001508,2026-03-31,20:30,3,regular,confirmed
R001509,2026-04-01,21:00,2,regular,confirmed
R001510,2026-04-01,20:30,4,regular,confirmed
R001511,2026-04-01,20:30,2,regular,confirmed
R001512,2026-04-01,20:00,4,regular,confirmed
R001513,2026-04-01,21:00,5,regular,confirmed
R001514,2026-04-02,20:30,2,regular,confirmed
R001515,2026-04-02,20:00,6,regular,confirmed
R001516,2026-04-02,19:00,5,regular,confirmed
R001517,2026-04-02,20:30,2,regular,confirmed
R001518,2026-04-02,22:00,15,large_group,confirmed
R001519,2026-04-02,18:30,8,birthday,confirmed
R001520,2026-04-02,21:00,18,large_group,confirmed
R001521,2026-04-02,19:00,6,regular,confirmed
R001522,2026-04-02,20:00,6,regular,confirmed
R001523,2026-04-03,22:00,5,regular,cancelled
R001524,2026-04-03,19:00,5,regular,cancelled
R001525,2026-04-03,19:00,2,regular,confirmed
R001526,2026-04-03,18:30,5,regular,confirmed
R001527,2026-04-03,20:00,3,regular,confirmed
R001528,2026-04-03,18:30,5,regular,confirmed
R001529,2026-04-03,20:00,4,regular,confirmed
R001530,2026-04-03,21:00,3,regular,confirmed
R001531,2026-04-03,22:00,3,regular,confirmed
R001532,2026-04-03,19:00,5,regular,confirmed
R001533,2026-04-04,21:00,26,large_group,confirmed
R001534,2026-04-04,21:00,2,regular,confirmed
R001535,2026-04-04,20:00,11,birthday,confirmed
R001536,2026-04-04,19:00,6,regular,cancelled
R001537,2026-04-04,19:00,4,regular,cancelled
R001538,2026-04-04,19:00,4,regular,confirmed
R001539,2026-04-04,18:30,4,regular,confirmed
R001540,2026-04-04,18:30,2,regular,confirmed
R001541,2026-04-04,20:00,5,regular,confirmed
R001542,2026-04-04,21:00,2,regular,confirmed
R001543,2026-04-04,21:00,4,regular,confirmed
R001544,2026-04-04,19:00,4,regular,confirmed
R001545,2026-04-05,18:30,2,regular,confirmed
R001546,2026-04-05,20:00,14,birthday,confirmed
R001547,2026-04-05,19:00,4,regular,confirmed
R001548,2026-04-06,20:00,6,regular,confirmed
R001549,2026-04-06,22:00,4,regular,confirmed
R001550,2026-04-06,18:30,3,regular,confirmed
R001551,2026-04-06,20:00,5,regular,cancelled
R001552,2026-04-06,22:00,25,large_group,confirmed
R001553,2026-04-07,22:00,6,regular,confirmed
R001554,2026-04-07,18:30,2,regular,cancelled
R001555,2026-04-07,21:00,4,regular,confirmed
R001556,2026-04-07,20:30,2,regular,confirmed
R001557,2026-04-07,21:00,5,regular,confirmed
R001558,2026-04-07,21:00,4,regular,confirmed
R001559,2026-04-08,21:00,2,regular,confirmed
R001560,2026-04-08,20:30,2,regular,confirmed
R001561,2026-04-08,18:30,5,regular,confirmed
R001562,2026-04-08,22:00,2,regular,confirmed
R001563,2026-04-08,18:30,4,regular,confirmed
R001564,2026-04-09,21:00,3,regular,confirmed
R001565,2026-04-09,18:30,2,regular,confirmed
R001566,2026-04-09,18:30,10,birthday,confirmed
R001567,2026-04-09,20:30,4,regular,confirmed
R001568,2026-04-09,20:00,16,large_group,confirmed
R001569,2026-04-09,20:30,38,private_event,confirmed
R001570,2026-04-09,18:30,5,regular,cancelled
R001571,2026-04-09,20:30,5,regular,confirmed
R001572,2026-04-09,21:00,4,regular,confirmed
R001573,2026-04-10,18:30,4,regular,confirmed
R001574,2026-04-10,21:00,3,regular,confirmed
R001575,2026-04-10,22:00,2,regular,confirmed
R001576,2026-04-10,20:00,5,regular,confirmed
R001577,2026-04-10,21:00,5,regular,confirmed
R001578,2026-04-10,19:00,3,regular,confirmed
R001579,2026-04-10,20:30,4,regular,confirmed
R001580,2026-04-10,20:30,5,regular,confirmed
R001581,2026-04-10,21:00,4,regular,confirmed
R001582,2026-04-10,22:00,6,regular,cancelled
R001583,2026-04-10,20:00,12,large_group,confirmed
R001584,2026-04-10,22:00,2,regular,confirmed
R001585,2026-04-11,19:00,4,regular,confirmed
R001586,2026-04-11,20:30,3,regular,confirmed
R001587,2026-04-11,19:00,3,regular,confirmed
R001588,2026-04-11,20:00,4,regular,confirmed
R001589,2026-04-11,22:00,4,regular,confirmed
R001590,2026-04-11,20:30,4,regular,confirmed
R001591,2026-04-11,20:30,5,regular,confirmed
R001592,2026-04-11,20:30,13,birthday,confirmed
R001593,2026-04-11,18:30,12,birthday,confirmed
R001594,2026-04-11,22:00,12,large_group,confirmed
R001595,2026-04-11,20:00,2,regular,confirmed
R001596,2026-04-11,20:00,2,regular,confirmed
R001597,2026-04-11,21:00,2,regular,confirmed
R001598,2026-04-12,18:30,18,large_group,confirmed
R001599,2026-04-12,18:30,2,regular,confirmed
R001600,2026-04-13,18:30,16,birthday,confirmed
R001601,2026-04-13,20:30,6,regular,confirmed
R001602,2026-04-13,22:00,6,regular,confirmed
R001603,2026-04-13,18:30,5,regular,confirmed
R001604,2026-04-13,20:30,2,regular,confirmed
R001605,2026-04-13,21:00,4,regular,confirmed
R001606,2026-04-13,18:30,6,regular,confirmed
R001607,2026-04-14,22:00,6,regular,confirmed
R001608,2026-04-14,22:00,6,regular,confirmed
R001609,2026-04-14,18:30,2,regular,cancelled
R001610,2026-04-14,18:30,6,regular,confirmed
R001611,2026-04-14,20:00,5,regular,confirmed
R001612,2026-04-14,18:30,3,regular,confirmed
R001613,2026-04-15,20:30,3,regular,confirmed
R001614,2026-04-15,21:00,5,regular,confirmed
R001615,2026-04-15,21:00,6,regular,confirmed
R001616,2026-04-16,19:00,4,regular,cancelled
R001617,2026-04-16,18:30,4,regular,confirmed
R001618,2026-04-16,19:00,6,regular,confirmed
R001619,2026-04-16,22:00,4,regular,confirmed
R001620,2026-04-16,21:00,2,regular,confirmed
R001621,2026-04-16,22:00,16,large_group,confirmed
R001622,2026-04-16,22:00,4,regular,confirmed
R001623,2026-04-16,20:30,16,birthday,confirmed
R001624,2026-04-16,18:30,5,regular,confirmed
R001625,2026-04-16,20:00,21,large_group,confirmed
R001626,2026-04-17,18:30,4,regular,cancelled
R001627,2026-04-17,22:00,4,regular,confirmed
R001628,2026-04-17,20:30,11,birthday,confirmed
R001629,2026-04-17,20:00,4,regular,confirmed
R001630,2026-04-17,20:30,4,regular,confirmed
R001631,2026-04-17,20:00,6,regular,confirmed
R001632,2026-04-17,20:30,4,regular,confirmed
R001633,2026-04-17,18:30,2,regular,confirmed
R001634,2026-04-17,20:00,3,regular,confirmed
R001635,2026-04-17,20:30,4,regular,confirmed
R001636,2026-04-17,18:30,6,regular,confirmed
R001637,2026-04-18,22:00,2,regular,confirmed
R001638,2026-04-18,20:00,4,regular,confirmed
R001639,2026-04-18,20:00,5,regular,confirmed
R001640,2026-04-18,18:30,6,regular,confirmed
R001641,2026-04-18,21:00,3,regular,confirmed
R001642,2026-04-18,19:00,5,regular,confirmed
R001643,2026-04-18,20:00,2,regular,confirmed
R001644,2026-04-18,20:30,8,birthday,confirmed
R001645,2026-04-18,20:30,14,large_group,confirmed
R001646,2026-04-18,20:00,17,large_group,confirmed
R001647,2026-04-19,20:00,3,regular,confirmed
R001648,2026-04-19,19:00,4,regular,confirmed
R001649,2026-04-19,18:30,2,regular,confirmed
R001650,2026-04-19,18:30,5,regular,confirmed
R001651,2026-04-19,18:30,4,regular,confirmed
R001652,2026-04-19,20:00,4,regular,confirmed
R001653,2026-04-19,20:00,2,regular,confirmed
R001654,2026-04-19,20:00,3,regular,confirmed
R001655,2026-04-19,22:00,3,regular,confirmed
R001656,2026-04-20,21:00,4,regular,confirmed
R001657,2026-04-20,19:00,4,regular,confirmed
R001658,2026-04-21,21:00,2,regular,confirmed
R001659,2026-04-21,22:00,2,regular,confirmed
R001660,2026-04-21,20:00,2,regular,confirmed
R001661,2026-04-21,20:30,3,regular,confirmed
R001662,2026-04-21,20:30,46,private_event,confirmed
R001663,2026-04-21,21:00,4,regular,confirmed
R001664,2026-04-21,20:30,3,regular,confirmed
R001665,2026-04-22,19:00,6,regular,confirmed
R001666,2026-04-22,22:00,4,regular,confirmed
R001667,2026-04-22,20:30,2,regular,confirmed
R001668,2026-04-22,20:00,2,regular,cancelled
