sale_id,date,item_type,item_id,item_name,category,units_sold,lost_sales_due_to_stockout,revenue
SALE0006614,2025-12-20,product,P025,Bacardi Carta Blanca,rum,3,0,90
SALE0006615,2025-12-20,product,P026,Havana Club 3,rum,3,0,105
SALE0006616,2025-12-20,product,P027,Captain Morgan,rum,4,0,140
SALE0006617,2025-12-20,product,P028,Diplomatico Reserva,rum,1,0,60
SALE0006618,2025-12-20,product,P029,Jose Cuervo,tequila,4,0,140
SALE0006619,2025-12-20,product,P030,Olmeca Blanco,tequila,3,0,105
SALE0006620,2025-12-20,product,P031,Patron Silver,tequila,3,0,210
SALE0006621,2025-12-20,product,P032,Don Julio Blanco,tequila,2,0,140
SALE0006622,2025-12-20,product,P033,Aperol,aperitif,3,0,90
SALE0006623,2025-12-20,product,P034,Campari,aperitif,4,0,140
SALE0006624,2025-12-20,product,P035,Cointreau,liqueur,1,0,45
SALE0006625,2025-12-20,product,P036,Kahlua,liqueur,2,0,80
SALE0006626,2025-12-20,product,P037,Martini Rosso,vermouth,1,0,25
SALE0006627,2025-12-20,product,P038,House Red Wine,wine,8,0,400
SALE0006628,2025-12-20,product,P039,House White Wine,wine,14,0,700
SALE0006629,2025-12-20,product,P040,Rose Wine,wine,4,0,200
SALE0006630,2025-12-20,product,P041,Prosecco,wine,4,0,220
SALE0006631,2025-12-20,product,P042,Chardonnay,wine,3,0,195
SALE0006632,2025-12-20,product,P043,Coca-Cola,soft_drink,14,0,196.0
SALE0006633,2025-12-20,product,P044,Coca-Cola Zero,soft_drink,10,0,140.0
SALE0006634,2025-12-20,product,P045,Sprite,soft_drink,8,0,112.0
SALE0006635,2025-12-20,product,P046,Tonic Water,soft_drink,5,0,70.0
SALE0006636,2025-12-20,product,P047,Soda Water,soft_drink,3,0,36.0
SALE0006637,2025-12-20,product,P048,Red Bull,soft_drink,6,0,120.0
SALE0006638,2025-12-20,product,P049,Ginger Beer,soft_drink,3,0,48.0
SALE0006639,2025-12-20,product,K001,Carlsberg 50L,draught_beer,73,0,2336
SALE0006640,2025-12-20,product,K002,Tuborg 50L,draught_beer,41,0,1312
SALE0006641,2025-12-20,product,K003,Carlsberg 30L,draught_beer,52,0,1664
SALE0006642,2025-12-20,product,K004,Malka 30L,draught_beer,44,0,1408
SALE0006643,2025-12-20,product,K005,Weihenstephan 30L,draught_beer,34,0,1088
SALE0006644,2025-12-21,cocktail,C001,Aperol Spritz,cocktail,15,0,690
SALE0006645,2025-12-21,cocktail,C002,Margarita,cocktail,8,0,400
SALE0006646,2025-12-21,cocktail,C003,Negroni,cocktail,5,0,260
SALE0006647,2025-12-21,cocktail,C004,Mojito,cocktail,9,0,432
SALE0006648,2025-12-21,cocktail,C005,Espresso Martini,cocktail,3,0,162
SALE0006649,2025-12-21,cocktail,C006,Gin & Tonic,cocktail,4,0,168
SALE0006650,2025-12-21,cocktail,C007,Long Island Iced Tea,cocktail,4,0,232
SALE0006651,2025-12-21,product,P001,Carlsberg,beer,11,0,264.0
SALE0006652,2025-12-21,product,P002,Heineken,beer,7,0,175.0
SALE0006653,2025-12-21,product,P003,Corona,beer,2,0,54.0
SALE0006654,2025-12-21,product,P004,Guinness,beer,2,0,58.0
SALE0006655,2025-12-21,product,P005,Goldstar,beer,7,0,161.0
SALE0006656,2025-12-21,product,P006,Maccabee,beer,3,0,69.0
SALE0006657,2025-12-21,product,P007,Stella Artois,beer,6,0,156.0
SALE0006658,2025-12-21,product,P008,Erdinger,beer,2,0,58.0
SALE0006659,2025-12-21,product,P009,Bombay Sapphire,gin,2,0,70
SALE0006660,2025-12-21,product,P010,Tanqueray,gin,2,0,80
SALE0006661,2025-12-21,product,P011,Hendrick's,gin,2,0,100
SALE0006662,2025-12-21,product,P012,Beefeater,gin,1,0,35
SALE0006663,2025-12-21,product,P013,Gordon's,gin,2,0,60
SALE0006664,2025-12-21,product,P014,Absolut,vodka,5,0,175
SALE0006665,2025-12-21,product,P015,Finlandia,vodka,1,0,30
SALE0006666,2025-12-21,product,P016,Grey Goose,vodka,1,0,60
SALE0006667,2025-12-21,product,P018,Stolichnaya,vodka,2,0,60
SALE0006668,2025-12-21,product,P019,Jameson,whiskey,4,0,160
SALE0006669,2025-12-21,product,P020,Jack Daniel's,whiskey,4,0,160
SALE0006670,2025-12-21,product,P021,Johnnie Walker Black,whiskey,2,0,100
SALE0006671,2025-12-21,product,P022,Chivas Regal,whiskey,3,0,135
SALE0006672,2025-12-21,product,P023,Maker's Mark,whiskey,1,0,50
SALE0006673,2025-12-21,product,P024,Glenfiddich 12,whiskey,1,0,65
SALE0006674,2025-12-21,product,P025,Bacardi Carta Blanca,rum,3,0,90
SALE0006675,2025-12-21,product,P026,Havana Club 3,rum,2,0,70
SALE0006676,2025-12-21,product,P027,Captain Morgan,rum,3,0,105
SALE0006677,2025-12-21,product,P029,Jose Cuervo,tequila,2,0,70
SALE0006678,2025-12-21,product,P030,Olmeca Blanco,tequila,1,0,35
SALE0006679,2025-12-21,product,P031,Patron Silver,tequila,2,0,140
SALE0006680,2025-12-21,product,P032,Don Julio Blanco,tequila,1,0,70
SALE0006681,2025-12-21,product,P034,Campari,aperitif,2,0,70
SALE0006682,2025-12-21,product,P035,Cointreau,liqueur,1,0,45
SALE0006683,2025-12-21,product,P036,Kahlua,liqueur,1,0,40
SALE0006684,2025-12-21,product,P037,Martini Rosso,vermouth,1,0,25
SALE0006685,2025-12-21,product,P038,House Red Wine,wine,4,0,200
SALE0006686,2025-12-21,product,P039,House White Wine,wine,5,0,250
SALE0006687,2025-12-21,product,P040,Rose Wine,wine,2,0,100
SALE0006688,2025-12-21,product,P041,Prosecco,wine,3,0,165
SALE0006689,2025-12-21,product,P042,Chardonnay,wine,2,0,130
SALE0006690,2025-12-21,product,P043,Coca-Cola,soft_drink,8,0,112.0
SALE0006691,2025-12-21,product,P044,Coca-Cola Zero,soft_drink,7,0,98.0
SALE0006692,2025-12-21,product,P045,Sprite,soft_drink,3,0,42.0
SALE0006693,2025-12-21,product,P046,Tonic Water,soft_drink,4,0,56.0
SALE0006694,2025-12-21,product,P047,Soda Water,soft_drink,4,0,48.0
SALE0006695,2025-12-21,product,P048,Red Bull,soft_drink,4,0,80.0
SALE0006696,2025-12-21,product,P049,Ginger Beer,soft_drink,2,0,32.0
SALE0006697,2025-12-21,product,K001,Carlsberg 50L,draught_beer,45,0,1440
SALE0006698,2025-12-21,product,K002,Tuborg 50L,draught_beer,25,0,800
SALE0006699,2025-12-21,product,K003,Carlsberg 30L,draught_beer,38,0,1216
SALE0006700,2025-12-21,product,K004,Malka 30L,draught_beer,33,0,1056
SALE0006701,2025-12-21,product,K005,Weihenstephan 30L,draught_beer,32,0,1024
SALE0006702,2025-12-22,cocktail,C001,Aperol Spritz,cocktail,9,0,414
SALE0006703,2025-12-22,cocktail,C002,Margarita,cocktail,8,0,400
SALE0006704,2025-12-22,cocktail,C003,Negroni,cocktail,5,0,260
SALE0006705,2025-12-22,cocktail,C004,Mojito,cocktail,9,0,432
SALE0006706,2025-12-22,cocktail,C005,Espresso Martini,cocktail,8,0,432
SALE0006707,2025-12-22,cocktail,C006,Gin & Tonic,cocktail,5,0,210
SALE0006708,2025-12-22,cocktail,C007,Long Island Iced Tea,cocktail,5,0,290
SALE0006709,2025-12-22,product,P001,Carlsberg,beer,6,0,144.0
SALE0006710,2025-12-22,product,P002,Heineken,beer,5,0,125.0
SALE0006711,2025-12-22,product,P003,Corona,beer,2,0,54.0
SALE0006712,2025-12-22,product,P004,Guinness,beer,3,0,87.0
SALE0006713,2025-12-22,product,P005,Goldstar,beer,3,0,69.0
SALE0006714,2025-12-22,product,P006,Maccabee,beer,2,0,46.0
SALE0006715,2025-12-22,product,P007,Stella Artois,beer,3,0,78.0
SALE0006716,2025-12-22,product,P008,Erdinger,beer,2,0,58.0
SALE0006717,2025-12-22,product,P009,Bombay Sapphire,gin,1,0,35
SALE0006718,2025-12-22,product,P010,Tanqueray,gin,1,0,40
SALE0006719,2025-12-22,product,P011,Hendrick's,gin,3,0,150
SALE0006720,2025-12-22,product,P012,Beefeater,gin,1,0,35
SALE0006721,2025-12-22,product,P013,Gordon's,gin,2,0,60
SALE0006722,2025-12-22,product,P014,Absolut,vodka,7,0,245
SALE0006723,2025-12-22,product,P015,Finlandia,vodka,1,0,30
SALE0006724,2025-12-22,product,P016,Grey Goose,vodka,4,0,240
SALE0006725,2025-12-22,product,P017,Belvedere,vodka,2,0,110
SALE0006726,2025-12-22,product,P018,Stolichnaya,vodka,1,0,30
SALE0006727,2025-12-22,product,P019,Jameson,whiskey,7,0,280
SALE0006728,2025-12-22,product,P020,Jack Daniel's,whiskey,3,0,120
SALE0006729,2025-12-22,product,P021,Johnnie Walker Black,whiskey,3,0,150
SALE0006730,2025-12-22,product,P022,Chivas Regal,whiskey,2,0,90
SALE0006731,2025-12-22,product,P023,Maker's Mark,whiskey,1,0,50
SALE0006732,2025-12-22,product,P024,Glenfiddich 12,whiskey,1,0,65
SALE0006733,2025-12-22,product,P025,Bacardi Carta Blanca,rum,4,0,120
SALE0006734,2025-12-22,product,P026,Havana Club 3,rum,2,0,70
SALE0006735,2025-12-22,product,P027,Captain Morgan,rum,2,0,70
SALE0006736,2025-12-22,product,P029,Jose Cuervo,tequila,1,0,35
SALE0006737,2025-12-22,product,P030,Olmeca Blanco,tequila,1,0,35
SALE0006738,2025-12-22,product,P031,Patron Silver,tequila,1,0,70
SALE0006739,2025-12-22,product,P032,Don Julio Blanco,tequila,1,0,70
SALE0006740,2025-12-22,product,P033,Aperol,aperitif,3,0,90
SALE0006741,2025-12-22,product,P034,Campari,aperitif,2,0,70
SALE0006742,2025-12-22,product,P035,Cointreau,liqueur,1,0,45
SALE0006743,2025-12-22,product,P036,Kahlua,liqueur,1,0,40
SALE0006744,2025-12-22,product,P037,Martini Rosso,vermouth,1,0,25
SALE0006745,2025-12-22,product,P038,House Red Wine,wine,4,0,200
SALE0006746,2025-12-22,product,P039,House White Wine,wine,6,0,300
SALE0006747,2025-12-22,product,P040,Rose Wine,wine,3,0,150
SALE0006748,2025-12-22,product,P041,Prosecco,wine,3,0,165
SALE0006749,2025-12-22,product,P042,Chardonnay,wine,2,0,130
SALE0006750,2025-12-22,product,P043,Coca-Cola,soft_drink,10,0,140.0
SALE0006751,2025-12-22,product,P044,Coca-Cola Zero,soft_drink,6,0,84.0
SALE0006752,2025-12-22,product,P045,Sprite,soft_drink,2,0,28.0
SALE0006753,2025-12-22,product,P046,Tonic Water,soft_drink,4,0,56.0
SALE0006754,2025-12-22,product,P047,Soda Water,soft_drink,3,0,36.0
SALE0006755,2025-12-22,product,P048,Red Bull,soft_drink,6,0,120.0
SALE0006756,2025-12-22,product,P049,Ginger Beer,soft_drink,2,0,32.0
SALE0006757,2025-12-22,product,K001,Carlsberg 50L,draught_beer,45,0,1440
SALE0006758,2025-12-22,product,K002,Tuborg 50L,draught_beer,26,0,832
SALE0006759,2025-12-22,product,K003,Carlsberg 30L,draught_beer,30,0,960
SALE0006760,2025-12-22,product,K004,Malka 30L,draught_beer,24,0,768
SALE0006761,2025-12-22,product,K005,Weihenstephan 30L,draught_beer,24,0,768
SALE0006762,2025-12-23,cocktail,C001,Aperol Spritz,cocktail,16,0,736
SALE0006763,2025-12-23,cocktail,C002,Margarita,cocktail,7,0,350
SALE0006764,2025-12-23,cocktail,C003,Negroni,cocktail,7,0,364
SALE0006765,2025-12-23,cocktail,C004,Mojito,cocktail,10,0,480
SALE0006766,2025-12-23,cocktail,C005,Espresso Martini,cocktail,4,0,216
SALE0006767,2025-12-23,cocktail,C006,Gin & Tonic,cocktail,5,0,210
SALE0006768,2025-12-23,cocktail,C007,Long Island Iced Tea,cocktail,4,0,232
SALE0006769,2025-12-23,product,P001,Carlsberg,beer,3,0,72.0
SALE0006770,2025-12-23,product,P002,Heineken,beer,6,0,150.0
SALE0006771,2025-12-23,product,P003,Corona,beer,3,0,81.0
SALE0006772,2025-12-23,product,P004,Guinness,beer,3,0,87.0
SALE0006773,2025-12-23,product,P005,Goldstar,beer,3,0,69.0
SALE0006774,2025-12-23,product,P006,Maccabee,beer,2,0,46.0
SALE0006775,2025-12-23,product,P007,Stella Artois,beer,4,0,104.0
SALE0006776,2025-12-23,product,P008,Erdinger,beer,2,0,58.0
SALE0006777,2025-12-23,product,P009,Bombay Sapphire,gin,4,0,140
SALE0006778,2025-12-23,product,P010,Tanqueray,gin,2,0,80
SALE0006779,2025-12-23,product,P011,Hendrick's,gin,2,0,100
SALE0006780,2025-12-23,product,P012,Beefeater,gin,1,0,35
SALE0006781,2025-12-23,product,P013,Gordon's,gin,1,0,30
SALE0006782,2025-12-23,product,P014,Absolut,vodka,2,0,70
SALE0006783,2025-12-23,product,P015,Finlandia,vodka,1,0,30
SALE0006784,2025-12-23,product,P016,Grey Goose,vodka,1,0,60
SALE0006785,2025-12-23,product,P017,Belvedere,vodka,1,0,55
SALE0006786,2025-12-23,product,P018,Stolichnaya,vodka,2,0,60
SALE0006787,2025-12-23,product,P019,Jameson,whiskey,6,0,240
SALE0006788,2025-12-23,product,P020,Jack Daniel's,whiskey,5,0,200
SALE0006789,2025-12-23,product,P021,Johnnie Walker Black,whiskey,1,0,50
SALE0006790,2025-12-23,product,P022,Chivas Regal,whiskey,1,0,45
SALE0006791,2025-12-23,product,P023,Maker's Mark,whiskey,1,0,50
SALE0006792,2025-12-23,product,P024,Glenfiddich 12,whiskey,1,0,65
SALE0006793,2025-12-23,product,P025,Bacardi Carta Blanca,rum,3,0,90
SALE0006794,2025-12-23,product,P027,Captain Morgan,rum,2,0,70
SALE0006795,2025-12-23,product,P028,Diplomatico Reserva,rum,1,0,60
SALE0006796,2025-12-23,product,P029,Jose Cuervo,tequila,3,0,105
SALE0006797,2025-12-23,product,P031,Patron Silver,tequila,2,0,140
SALE0006798,2025-12-23,product,P032,Don Julio Blanco,tequila,1,0,70
SALE0006799,2025-12-23,product,P033,Aperol,aperitif,1,0,30
SALE0006800,2025-12-23,product,P034,Campari,aperitif,1,0,35
SALE0006801,2025-12-23,product,P035,Cointreau,liqueur,1,0,45
SALE0006802,2025-12-23,product,P036,Kahlua,liqueur,2,0,80
SALE0006803,2025-12-23,product,P037,Martini Rosso,vermouth,1,0,25
SALE0006804,2025-12-23,product,P038,House Red Wine,wine,8,0,400
SALE0006805,2025-12-23,product,P039,House White Wine,wine,4,0,200
SALE0006806,2025-12-23,product,P040,Rose Wine,wine,3,0,150
SALE0006807,2025-12-23,product,P041,Prosecco,wine,3,0,165
SALE0006808,2025-12-23,product,P042,Chardonnay,wine,2,0,130
SALE0006809,2025-12-23,product,P043,Coca-Cola,soft_drink,2,0,28.0
SALE0006810,2025-12-23,product,P044,Coca-Cola Zero,soft_drink,6,0,84.0
SALE0006811,2025-12-23,product,P045,Sprite,soft_drink,6,0,84.0
SALE0006812,2025-12-23,product,P046,Tonic Water,soft_drink,2,0,28.0
SALE0006813,2025-12-23,product,P047,Soda Water,soft_drink,4,0,48.0
SALE0006814,2025-12-23,product,P048,Red Bull,soft_drink,6,0,120.0
SALE0006815,2025-12-23,product,P049,Ginger Beer,soft_drink,2,0,32.0
SALE0006816,2025-12-23,product,K001,Carlsberg 50L,draught_beer,43,0,1376
SALE0006817,2025-12-23,product,K002,Tuborg 50L,draught_beer,37,0,1184
SALE0006818,2025-12-23,product,K003,Carlsberg 30L,draught_beer,22,0,704
SALE0006819,2025-12-23,product,K004,Malka 30L,draught_beer,35,0,1120
SALE0006820,2025-12-23,product,K005,Weihenstephan 30L,draught_beer,14,0,448
SALE0006821,2025-12-24,cocktail,C001,Aperol Spritz,cocktail,17,0,782
SALE0006822,2025-12-24,cocktail,C002,Margarita,cocktail,10,0,500
SALE0006823,2025-12-24,cocktail,C003,Negroni,cocktail,7,0,364
SALE0006824,2025-12-24,cocktail,C004,Mojito,cocktail,13,0,624
SALE0006825,2025-12-24,cocktail,C005,Espresso Martini,cocktail,7,0,378
SALE0006826,2025-12-24,cocktail,C006,Gin & Tonic,cocktail,8,0,336
SALE0006827,2025-12-24,cocktail,C007,Long Island Iced Tea,cocktail,2,0,116
SALE0006828,2025-12-24,product,P001,Carlsberg,beer,6,0,144.0
SALE0006829,2025-12-24,product,P002,Heineken,beer,6,0,150.0
SALE0006830,2025-12-24,product,P003,Corona,beer,5,0,135.0
SALE0006831,2025-12-24,product,P004,Guinness,beer,2,0,58.0
SALE0006832,2025-12-24,product,P005,Goldstar,beer,4,0,92.0
SALE0006833,2025-12-24,product,P006,Maccabee,beer,2,0,46.0
SALE0006834,2025-12-24,product,P007,Stella Artois,beer,4,0,104.0
SALE0006835,2025-12-24,product,P008,Erdinger,beer,2,0,58.0
SALE0006836,2025-12-24,product,P009,Bombay Sapphire,gin,2,0,70
SALE0006837,2025-12-24,product,P010,Tanqueray,gin,1,0,40
SALE0006838,2025-12-24,product,P011,Hendrick's,gin,1,0,50
SALE0006839,2025-12-24,product,P012,Beefeater,gin,1,0,35
SALE0006840,2025-12-24,product,P013,Gordon's,gin,3,0,90
SALE0006841,2025-12-24,product,P014,Absolut,vodka,2,0,70
SALE0006842,2025-12-24,product,P015,Finlandia,vodka,1,0,30
SALE0006843,2025-12-24,product,P016,Grey Goose,vodka,2,0,120
SALE0006844,2025-12-24,product,P017,Belvedere,vodka,1,0,55
SALE0006845,2025-12-24,product,P018,Stolichnaya,vodka,1,0,30
SALE0006846,2025-12-24,product,P019,Jameson,whiskey,3,0,120
SALE0006847,2025-12-24,product,P020,Jack Daniel's,whiskey,3,0,120
SALE0006848,2025-12-24,product,P021,Johnnie Walker Black,whiskey,3,0,150
SALE0006849,2025-12-24,product,P022,Chivas Regal,whiskey,3,0,135
SALE0006850,2025-12-24,product,P023,Maker's Mark,whiskey,1,0,50
SALE0006851,2025-12-24,product,P024,Glenfiddich 12,whiskey,1,0,65
SALE0006852,2025-12-24,product,P025,Bacardi Carta Blanca,rum,3,0,90
SALE0006853,2025-12-24,product,P026,Havana Club 3,rum,2,0,70
SALE0006854,2025-12-24,product,P027,Captain Morgan,rum,2,0,70
SALE0006855,2025-12-24,product,P028,Diplomatico Reserva,rum,1,0,60
SALE0006856,2025-12-24,product,P029,Jose Cuervo,tequila,2,0,70
SALE0006857,2025-12-24,product,P030,Olmeca Blanco,tequila,1,0,35
SALE0006858,2025-12-24,product,P031,Patron Silver,tequila,2,0,140
SALE0006859,2025-12-24,product,P032,Don Julio Blanco,tequila,2,0,140
SALE0006860,2025-12-24,product,P033,Aperol,aperitif,2,0,60
SALE0006861,2025-12-24,product,P034,Campari,aperitif,2,0,70
SALE0006862,2025-12-24,product,P036,Kahlua,liqueur,1,0,40
SALE0006863,2025-12-24,product,P038,House Red Wine,wine,6,0,300
SALE0006864,2025-12-24,product,P039,House White Wine,wine,6,0,300
SALE0006865,2025-12-24,product,P040,Rose Wine,wine,4,0,200
SALE0006866,2025-12-24,product,P041,Prosecco,wine,2,0,110
SALE0006867,2025-12-24,product,P042,Chardonnay,wine,2,0,130
SALE0006868,2025-12-24,product,P043,Coca-Cola,soft_drink,10,0,140.0
SALE0006869,2025-12-24,product,P044,Coca-Cola Zero,soft_drink,6,0,84.0
SALE0006870,2025-12-24,product,P045,Sprite,soft_drink,3,0,42.0
SALE0006871,2025-12-24,product,P046,Tonic Water,soft_drink,2,0,28.0
SALE0006872,2025-12-24,product,P047,Soda Water,soft_drink,4,0,48.0
SALE0006873,2025-12-24,product,P048,Red Bull,soft_drink,6,0,120.0
SALE0006874,2025-12-24,product,P049,Ginger Beer,soft_drink,2,0,32.0
SALE0006875,2025-12-24,product,K001,Carlsberg 50L,draught_beer,61,0,1952
SALE0006876,2025-12-24,product,K002,Tuborg 50L,draught_beer,29,0,928
SALE0006877,2025-12-24,product,K003,Carlsberg 30L,draught_beer,19,0,608
SALE0006878,2025-12-24,product,K004,Malka 30L,draught_beer,15,0,480
SALE0006879,2025-12-24,product,K005,Weihenstephan 30L,draught_beer,11,0,352
SALE0006880,2025-12-25,cocktail,C001,Aperol Spritz,cocktail,25,0,1150
SALE0006881,2025-12-25,cocktail,C002,Margarita,cocktail,15,0,750
SALE0006882,2025-12-25,cocktail,C003,Negroni,cocktail,7,0,364
SALE0006883,2025-12-25,cocktail,C004,Mojito,cocktail,18,0,864
SALE0006884,2025-12-25,cocktail,C005,Espresso Martini,cocktail,10,0,540
SALE0006885,2025-12-25,cocktail,C006,Gin & Tonic,cocktail,11,0,462
SALE0006886,2025-12-25,cocktail,C007,Long Island Iced Tea,cocktail,5,0,290
SALE0006887,2025-12-25,product,P001,Carlsberg,beer,9,0,216.0
SALE0006888,2025-12-25,product,P002,Heineken,beer,6,0,150.0
SALE0006889,2025-12-25,product,P003,Corona,beer,6,0,162.0
SALE0006890,2025-12-25,product,P004,Guinness,beer,3,0,87.0
SALE0006891,2025-12-25,product,P005,Goldstar,beer,9,0,207.0
SALE0006892,2025-12-25,product,P006,Maccabee,beer,6,0,138.0
SALE0006893,2025-12-25,product,P007,Stella Artois,beer,7,0,182.0
SALE0006894,2025-12-25,product,P008,Erdinger,beer,2,0,58.0
SALE0006895,2025-12-25,product,P009,Bombay Sapphire,gin,5,0,175
SALE0006896,2025-12-25,product,P010,Tanqueray,gin,3,0,120
SALE0006897,2025-12-25,product,P011,Hendrick's,gin,3,0,150
SALE0006898,2025-12-25,product,P012,Beefeater,gin,2,0,70
SALE0006899,2025-12-25,product,P013,Gordon's,gin,4,0,120
SALE0006900,2025-12-25,product,P014,Absolut,vodka,8,0,280
SALE0006901,2025-12-25,product,P015,Finlandia,vodka,2,0,60
SALE0006902,2025-12-25,product,P016,Grey Goose,vodka,5,0,300
SALE0006903,2025-12-25,product,P017,Belvedere,vodka,3,0,165
SALE0006904,2025-12-25,product,P018,Stolichnaya,vodka,2,0,60
SALE0006905,2025-12-25,product,P019,Jameson,whiskey,8,0,320
SALE0006906,2025-12-25,product,P020,Jack Daniel's,whiskey,7,0,280
SALE0006907,2025-12-25,product,P021,Johnnie Walker Black,whiskey,4,0,200
SALE0006908,2025-12-25,product,P022,Chivas Regal,whiskey,4,0,180
SALE0006909,2025-12-25,product,P023,Maker's Mark,whiskey,2,0,100
SALE0006910,2025-12-25,product,P024,Glenfiddich 12,whiskey,2,0,130
SALE0006911,2025-12-25,product,P025,Bacardi Carta Blanca,rum,4,0,120
SALE0006912,2025-12-25,product,P026,Havana Club 3,rum,3,0,105
SALE0006913,2025-12-25,product,P027,Captain Morgan,rum,3,0,105
SALE0006914,2025-12-25,product,P028,Diplomatico Reserva,rum,1,0,60
SALE0006915,2025-12-25,product,P029,Jose Cuervo,tequila,2,0,70
SALE0006916,2025-12-25,product,P030,Olmeca Blanco,tequila,2,0,70
SALE0006917,2025-12-25,product,P031,Patron Silver,tequila,3,0,210
SALE0006918,2025-12-25,product,P032,Don Julio Blanco,tequila,2,0,140
SALE0006919,2025-12-25,product,P033,Aperol,aperitif,4,0,120
SALE0006920,2025-12-25,product,P034,Campari,aperitif,3,0,105
SALE0006921,2025-12-25,product,P035,Cointreau,liqueur,1,0,45
SALE0006922,2025-12-25,product,P036,Kahlua,liqueur,2,0,80
SALE0006923,2025-12-25,product,P037,Martini Rosso,vermouth,1,0,25
SALE0006924,2025-12-25,product,P038,House Red Wine,wine,6,0,300
SALE0006925,2025-12-25,product,P039,House White Wine,wine,11,0,550
SALE0006926,2025-12-25,product,P040,Rose Wine,wine,6,0,300
SALE0006927,2025-12-25,product,P041,Prosecco,wine,3,0,165
SALE0006928,2025-12-25,product,P042,Chardonnay,wine,3,0,195
SALE0006929,2025-12-25,product,P043,Coca-Cola,soft_drink,8,0,112.0
SALE0006930,2025-12-25,product,P044,Coca-Cola Zero,soft_drink,10,0,140.0
SALE0006931,2025-12-25,product,P045,Sprite,soft_drink,7,0,98.0
SALE0006932,2025-12-25,product,P046,Tonic Water,soft_drink,4,0,56.0
SALE0006933,2025-12-25,product,P047,Soda Water,soft_drink,5,0,60.0
SALE0006934,2025-12-25,product,P048,Red Bull,soft_drink,7,0,140.0
SALE0006935,2025-12-25,product,P049,Ginger Beer,soft_drink,4,0,64.0
SALE0006936,2025-12-25,product,K001,Carlsberg 50L,draught_beer,88,0,2816
SALE0006937,2025-12-25,product,K002,Tuborg 50L,draught_beer,51,0,1632
SALE0006938,2025-12-25,product,K003,Carlsberg 30L,draught_beer,57,0,1824
SALE0006939,2025-12-25,product,K004,Malka 30L,draught_beer,50,0,1600
SALE0006940,2025-12-25,product,K005,Weihenstephan 30L,draught_beer,34,0,1088
SALE0006941,2025-12-26,cocktail,C001,Aperol Spritz,cocktail,45,0,2070
SALE0006942,2025-12-26,cocktail,C002,Margarita,cocktail,17,0,850
SALE0006943,2025-12-26,cocktail,C003,Negroni,cocktail,13,0,676
SALE0006944,2025-12-26,cocktail,C004,Mojito,cocktail,38,0,1824
SALE0006945,2025-12-26,cocktail,C005,Espresso Martini,cocktail,14,0,756
SALE0006946,2025-12-26,cocktail,C006,Gin & Tonic,cocktail,19,0,798
SALE0006947,2025-12-26,cocktail,C007,Long Island Iced Tea,cocktail,10,0,580
SALE0006948,2025-12-26,product,P001,Carlsberg,beer,19,0,456.0
SALE0006949,2025-12-26,product,P002,Heineken,beer,11,0,275.0
SALE0006950,2025-12-26,product,P003,Corona,beer,11,0,297.0
SALE0006951,2025-12-26,product,P004,Guinness,beer,6,0,174.0
SALE0006952,2025-12-26,product,P005,Goldstar,beer,14,0,322.0
SALE0006953,2025-12-26,product,P006,Maccabee,beer,9,0,207.0
SALE0006954,2025-12-26,product,P007,Stella Artois,beer,11,0,286.0
SALE0006955,2025-12-26,product,P008,Erdinger,beer,5,0,145.0
SALE0006956,2025-12-26,product,P009,Bombay Sapphire,gin,7,0,245
SALE0006957,2025-12-26,product,P010,Tanqueray,gin,5,0,200
SALE0006958,2025-12-26,product,P011,Hendrick's,gin,5,0,250
SALE0006959,2025-12-26,product,P012,Beefeater,gin,3,0,105
SALE0006960,2025-12-26,product,P013,Gordon's,gin,6,0,180
SALE0006961,2025-12-26,product,P014,Absolut,vodka,9,0,315
SALE0006962,2025-12-26,product,P015,Finlandia,vodka,3,0,90
SALE0006963,2025-12-26,product,P016,Grey Goose,vodka,7,0,420
SALE0006964,2025-12-26,product,P017,Belvedere,vodka,3,0,165
SALE0006965,2025-12-26,product,P018,Stolichnaya,vodka,3,0,90
SALE0006966,2025-12-26,product,P019,Jameson,whiskey,13,0,520
SALE0006967,2025-12-26,product,P020,Jack Daniel's,whiskey,9,0,360
SALE0006968,2025-12-26,product,P021,Johnnie Walker Black,whiskey,8,0,400
SALE0006969,2025-12-26,product,P022,Chivas Regal,whiskey,4,0,180
SALE0006970,2025-12-26,product,P023,Maker's Mark,whiskey,3,0,150
SALE0006971,2025-12-26,product,P024,Glenfiddich 12,whiskey,3,0,195
SALE0006972,2025-12-26,product,P025,Bacardi Carta Blanca,rum,8,0,240
SALE0006973,2025-12-26,product,P026,Havana Club 3,rum,4,0,140
SALE0006974,2025-12-26,product,P027,Captain Morgan,rum,5,0,175
SALE0006975,2025-12-26,product,P028,Diplomatico Reserva,rum,2,0,120
SALE0006976,2025-12-26,product,P029,Jose Cuervo,tequila,4,0,140
SALE0006977,2025-12-26,product,P030,Olmeca Blanco,tequila,3,0,105
SALE0006978,2025-12-26,product,P031,Patron Silver,tequila,4,0,280
SALE0006979,2025-12-26,product,P032,Don Julio Blanco,tequila,3,0,210
SALE0006980,2025-12-26,product,P033,Aperol,aperitif,4,0,120
SALE0006981,2025-12-26,product,P034,Campari,aperitif,4,0,140
SALE0006982,2025-12-26,product,P035,Cointreau,liqueur,2,0,90
SALE0006983,2025-12-26,product,P036,Kahlua,liqueur,3,0,120
