count_id,date,product_id,product_name,reported_stock,counted_by,station
CNT002288,2026-01-11,P031,Patron Silver,6.13,Maya,inside
CNT002289,2026-01-11,P032,Don Julio Blanco,7.52,Maya,both
CNT002290,2026-01-11,P033,Aperol,18.6,Maya,outside
CNT002291,2026-01-11,P034,Campari,8.19,Maya,both
CNT002292,2026-01-11,P035,Cointreau,9.9,Maya,both
CNT002293,2026-01-11,P036,Kahlua,7.29,Maya,both
CNT002294,2026-01-11,P037,Martini Rosso,13.26,Maya,inside
CNT002295,2026-01-11,P038,House Red Wine,13.18,Maya,both
CNT002296,2026-01-11,P039,House White Wine,20.24,Maya,both
CNT002297,2026-01-11,P040,Rose Wine,10.2,Maya,both
CNT002298,2026-01-11,P041,Prosecco,22.38,Maya,both
CNT002299,2026-01-11,P042,Chardonnay,14.04,Maya,both
CNT002300,2026-01-11,P043,Coca-Cola,32.8,Maya,both
CNT002301,2026-01-11,P044,Coca-Cola Zero,41.6,Maya,both
CNT002302,2026-01-11,P045,Sprite,24.2,Maya,both
CNT002303,2026-01-11,P046,Tonic Water,38.72,Maya,both
CNT002304,2026-01-11,P047,Soda Water,28.46,Maya,both
CNT002305,2026-01-11,P048,Red Bull,19.8,Maya,both
CNT002306,2026-01-11,P049,Ginger Beer,25.2,Maya,both
CNT002307,2026-01-11,P050,Orange Juice,4.0,Maya,both
CNT002308,2026-01-11,P051,Cranberry Juice,4.0,Maya,both
CNT002309,2026-01-11,P052,Lime Juice,7.39,Maya,both
CNT002310,2026-01-11,P053,Lemon Juice,4.45,Maya,both
CNT002311,2026-01-11,P054,Sugar Syrup,7.73,Maya,both
CNT002312,2026-01-11,P055,Fresh Mint,2.61,Maya,both
CNT002313,2026-01-11,P056,Coffee Beans,3.22,Maya,inside
CNT002314,2026-01-11,K001,Carlsberg 50L,4.63,Maya,inside
CNT002315,2026-01-11,K002,Tuborg 50L,3.72,Maya,inside
CNT002316,2026-01-11,K003,Carlsberg 30L,5.93,Maya,outside
CNT002317,2026-01-11,K004,Malka 30L,5.35,Maya,outside
CNT002318,2026-01-11,K005,Weihenstephan 30L,4.69,Maya,outside
CNT002319,2026-01-14,P001,Carlsberg,80.4,Tomer,both
CNT002320,2026-01-14,P002,Heineken,35.6,Tomer,both
CNT002321,2026-01-14,P003,Corona,59.2,Tomer,both
CNT002322,2026-01-14,P004,Guinness,44.6,Tomer,both
CNT002323,2026-01-14,P005,Goldstar,51.6,Tomer,both
CNT002324,2026-01-14,P006,Maccabee,44.0,Tomer,both
CNT002325,2026-01-14,P007,Stella Artois,30.4,Tomer,both
CNT002326,2026-01-14,P008,Erdinger,39.2,Tomer,both
CNT002327,2026-01-14,P009,Bombay Sapphire,12.82,Tomer,both
CNT002328,2026-01-14,P010,Tanqueray,10.43,Tomer,both
CNT002329,2026-01-14,P011,Hendrick's,5.44,Tomer,both
CNT002330,2026-01-14,P012,Beefeater,7.35,Tomer,both
CNT002331,2026-01-14,P013,Gordon's,15.88,Tomer,both
CNT002332,2026-01-14,P014,Absolut,12.09,Tomer,both
CNT002333,2026-01-14,P015,Finlandia,7.77,Tomer,both
CNT002334,2026-01-14,P016,Grey Goose,13.85,Tomer,both
CNT002335,2026-01-14,P017,Belvedere,8.2,Tomer,both
CNT002336,2026-01-14,P018,Stolichnaya,7.52,Tomer,both
CNT002337,2026-01-14,P019,Jameson,16.22,Tomer,both
CNT002338,2026-01-14,P020,Jack Daniel's,10.25,Tomer,both
CNT002339,2026-01-14,P021,Johnnie Walker Black,11.97,Tomer,both
CNT002340,2026-01-14,P022,Chivas Regal,9.92,Tomer,both
CNT002341,2026-01-14,P023,Maker's Mark,8.29,Tomer,both
CNT002342,2026-01-14,P024,Glenfiddich 12,8.46,Tomer,inside
CNT002343,2026-01-14,P025,Bacardi Carta Blanca,17.81,Tomer,both
CNT002344,2026-01-14,P026,Havana Club 3,10.0,Tomer,both
CNT002345,2026-01-14,P027,Captain Morgan,9.32,Tomer,both
CNT002346,2026-01-14,P028,Diplomatico Reserva,5.2,Tomer,both
CNT002347,2026-01-14,P029,Jose Cuervo,12.29,Tomer,both
CNT002348,2026-01-14,P030,Olmeca Blanco,8.46,Tomer,both
CNT002349,2026-01-14,P031,Patron Silver,15.77,Tomer,inside
CNT002350,2026-01-14,P032,Don Julio Blanco,7.26,Tomer,both
CNT002351,2026-01-14,P033,Aperol,15.51,Tomer,outside
CNT002352,2026-01-14,P034,Campari,7.35,Tomer,both
CNT002353,2026-01-14,P035,Cointreau,8.87,Tomer,both
CNT002354,2026-01-14,P036,Kahlua,6.35,Tomer,both
CNT002355,2026-01-14,P037,Martini Rosso,12.57,Tomer,inside
CNT002356,2026-01-14,P038,House Red Wine,20.06,Tomer,both
CNT002357,2026-01-14,P039,House White Wine,16.58,Tomer,both
CNT002358,2026-01-14,P040,Rose Wine,7.94,Tomer,both
CNT002359,2026-01-14,P041,Prosecco,29.74,Tomer,both
CNT002360,2026-01-14,P042,Chardonnay,13.44,Tomer,both
CNT002361,2026-01-14,P043,Coca-Cola,83.0,Tomer,both
CNT002362,2026-01-14,P044,Coca-Cola Zero,52.6,Tomer,both
CNT002363,2026-01-14,P045,Sprite,59.2,Tomer,both
CNT002364,2026-01-14,P046,Tonic Water,46.17,Tomer,both
CNT002365,2026-01-14,P047,Soda Water,62.82,Tomer,both
CNT002366,2026-01-14,P048,Red Bull,58.8,Tomer,both
CNT002367,2026-01-14,P049,Ginger Beer,20.2,Tomer,both
CNT002368,2026-01-14,P050,Orange Juice,4.0,Tomer,both
CNT002369,2026-01-14,P051,Cranberry Juice,4.0,Tomer,both
CNT002370,2026-01-14,P052,Lime Juice,5.81,Tomer,both
CNT002371,2026-01-14,P053,Lemon Juice,4.25,Tomer,both
CNT002372,2026-01-14,P054,Sugar Syrup,7.05,Tomer,both
CNT002373,2026-01-14,P055,Fresh Mint,8.34,Tomer,both
CNT002374,2026-01-14,P056,Coffee Beans,3.03,Tomer,inside
CNT002375,2026-01-14,K001,Carlsberg 50L,4.92,Tomer,inside
CNT002376,2026-01-14,K002,Tuborg 50L,3.18,Tomer,inside
CNT002377,2026-01-14,K003,Carlsberg 30L,6.82,Tomer,outside
CNT002378,2026-01-14,K004,Malka 30L,5.29,Tomer,outside
CNT002379,2026-01-14,K005,Weihenstephan 30L,5.11,Tomer,outside
CNT002380,2026-01-18,P001,Carlsberg,59.18,Maya,both
CNT002381,2026-01-18,P002,Heineken,56.6,Maya,both
CNT002382,2026-01-18,P003,Corona,54.41,Maya,both
CNT002383,2026-01-18,P004,Guinness,30.6,Maya,both
CNT002384,2026-01-18,P005,Goldstar,54.6,Maya,both
CNT002385,2026-01-18,P006,Maccabee,48.0,Maya,both
CNT002386,2026-01-18,P007,Stella Artois,57.4,Maya,both
CNT002387,2026-01-18,P008,Erdinger,30.2,Maya,both
CNT002388,2026-01-18,P009,Bombay Sapphire,11.62,Maya,both
CNT002389,2026-01-18,P010,Tanqueray,9.49,Maya,both
CNT002390,2026-01-18,P011,Hendrick's,15.0,Maya,both
CNT002391,2026-01-18,P012,Beefeater,6.75,Maya,both
CNT002392,2026-01-18,P013,Gordon's,9.72,Maya,both
CNT002393,2026-01-18,P014,Absolut,18.67,Maya,both
CNT002394,2026-01-18,P015,Finlandia,7.17,Maya,both
CNT002395,2026-01-18,P016,Grey Goose,12.57,Maya,both
CNT002396,2026-01-18,P017,Belvedere,7.52,Maya,both
CNT002397,2026-01-18,P018,Stolichnaya,7.29,Maya,both
CNT002398,2026-01-18,P019,Jameson,13.82,Maya,both
CNT002399,2026-01-18,P020,Jack Daniel's,8.02,Maya,both
CNT002400,2026-01-18,P021,Johnnie Walker Black,10.42,Maya,both
CNT002401,2026-01-18,P022,Chivas Regal,8.8,Maya,both
CNT002402,2026-01-18,P023,Maker's Mark,7.69,Maya,both
CNT002403,2026-01-18,P024,Glenfiddich 12,7.86,Maya,inside
CNT002404,2026-01-18,P025,Bacardi Carta Blanca,9.21,Maya,both
CNT002405,2026-01-18,P026,Havana Club 3,8.97,Maya,both
CNT002406,2026-01-18,P027,Captain Morgan,8.12,Maya,both
CNT002407,2026-01-18,P028,Diplomatico Reserva,4.86,Maya,both
CNT002408,2026-01-18,P029,Jose Cuervo,10.67,Maya,both
CNT002409,2026-01-18,P030,Olmeca Blanco,7.77,Maya,both
CNT002410,2026-01-18,P031,Patron Silver,11.29,Maya,inside
CNT002411,2026-01-18,P032,Don Julio Blanco,6.57,Maya,both
CNT002412,2026-01-18,P033,Aperol,18.77,Maya,outside
CNT002413,2026-01-18,P034,Campari,5.14,Maya,both
CNT002414,2026-01-18,P035,Cointreau,6.57,Maya,both
CNT002415,2026-01-18,P036,Kahlua,4.52,Maya,both
CNT002416,2026-01-18,P037,Martini Rosso,11.07,Maya,inside
CNT002417,2026-01-18,P038,House Red Wine,14.45,Maya,both
CNT002418,2026-01-18,P039,House White Wine,21.02,Maya,both
CNT002419,2026-01-18,P040,Rose Wine,4.0,Maya,both
CNT002420,2026-01-18,P041,Prosecco,15.82,Maya,both
CNT002421,2026-01-18,P042,Chardonnay,11.24,Maya,both
CNT002422,2026-01-18,P043,Coca-Cola,48.8,Maya,both
CNT002423,2026-01-18,P044,Coca-Cola Zero,42.6,Maya,both
CNT002424,2026-01-18,P045,Sprite,35.2,Maya,both
CNT002425,2026-01-18,P046,Tonic Water,34.22,Maya,both
CNT002426,2026-01-18,P047,Soda Water,29.48,Maya,both
CNT002427,2026-01-18,P048,Red Bull,28.8,Maya,both
CNT002428,2026-01-18,P049,Ginger Beer,34.2,Maya,both
CNT002429,2026-01-18,P050,Orange Juice,4.0,Maya,both
CNT002430,2026-01-18,P051,Cranberry Juice,4.0,Maya,both
CNT002431,2026-01-18,P052,Lime Juice,8.4,Maya,both
CNT002432,2026-01-18,P053,Lemon Juice,3.7,Maya,both
CNT002433,2026-01-18,P054,Sugar Syrup,5.51,Maya,both
CNT002434,2026-01-18,P055,Fresh Mint,7.67,Maya,both
CNT002435,2026-01-18,P056,Coffee Beans,2.64,Maya,inside
CNT002436,2026-01-18,K001,Carlsberg 50L,3.01,Maya,inside
CNT002437,2026-01-18,K002,Tuborg 50L,4.79,Maya,inside
CNT002438,2026-01-18,K003,Carlsberg 30L,5.47,Maya,outside
CNT002439,2026-01-18,K004,Malka 30L,5.32,Maya,outside
CNT002440,2026-01-18,K005,Weihenstephan 30L,4.82,Maya,outside
CNT002441,2026-01-21,P001,Carlsberg,66.4,Yael,both
CNT002442,2026-01-21,P002,Heineken,66.6,Yael,both
CNT002443,2026-01-21,P003,Corona,63.2,Yael,both
CNT002444,2026-01-21,P004,Guinness,49.6,Yael,both
CNT002445,2026-01-21,P005,Goldstar,63.81,Yael,both
CNT002446,2026-01-21,P006,Maccabee,39.0,Yael,both
CNT002447,2026-01-21,P007,Stella Artois,48.4,Yael,both
CNT002448,2026-01-21,P008,Erdinger,26.2,Yael,both
CNT002449,2026-01-21,P009,Bombay Sapphire,11.28,Yael,both
CNT002450,2026-01-21,P010,Tanqueray,9.23,Yael,both
CNT002451,2026-01-21,P011,Hendrick's,14.36,Yael,both
CNT002452,2026-01-21,P012,Beefeater,6.49,Yael,both
CNT002453,2026-01-21,P013,Gordon's,19.42,Yael,both
CNT002454,2026-01-21,P014,Absolut,16.91,Yael,both
CNT002455,2026-01-21,P015,Finlandia,6.88,Yael,both
CNT002456,2026-01-21,P016,Grey Goose,12.05,Yael,both
CNT002457,2026-01-21,P017,Belvedere,7.35,Yael,both
CNT002458,2026-01-21,P018,Stolichnaya,6.75,Yael,both
CNT002459,2026-01-21,P019,Jameson,13.22,Yael,both
CNT002460,2026-01-21,P020,Jack Daniel's,7.25,Yael,both
CNT002461,2026-01-21,P021,Johnnie Walker Black,10.08,Yael,both
CNT002462,2026-01-21,P022,Chivas Regal,8.54,Yael,both
CNT002463,2026-01-21,P023,Maker's Mark,7.43,Yael,both
CNT002464,2026-01-21,P024,Glenfiddich 12,7.69,Yael,inside
CNT002465,2026-01-21,P025,Bacardi Carta Blanca,17.97,Yael,both
CNT002466,2026-01-21,P026,Havana Club 3,8.74,Yael,both
CNT002467,2026-01-21,P027,Captain Morgan,7.69,Yael,both
CNT002468,2026-01-21,P028,Diplomatico Reserva,4.77,Yael,both
CNT002469,2026-01-21,P029,Jose Cuervo,9.78,Yael,both
CNT002470,2026-01-21,P030,Olmeca Blanco,7.52,Yael,both
CNT002471,2026-01-21,P031,Patron Silver,9.96,Yael,inside
CNT002472,2026-01-21,P032,Don Julio Blanco,6.32,Yael,both
CNT002473,2026-01-21,P033,Aperol,15.17,Yael,outside
CNT002474,2026-01-21,P034,Campari,16.41,Yael,both
CNT002475,2026-01-21,P035,Cointreau,5.93,Yael,both
CNT002476,2026-01-21,P036,Kahlua,3.75,Yael,both
CNT002477,2026-01-21,P037,Martini Rosso,10.43,Yael,inside
CNT002478,2026-01-21,P038,House Red Wine,24.49,Yael,both
CNT002479,2026-01-21,P039,House White Wine,17.6,Yael,both
CNT002480,2026-01-21,P040,Rose Wine,14.2,Yael,both
CNT002481,2026-01-21,P041,Prosecco,21.66,Yael,both
CNT002482,2026-01-21,P042,Chardonnay,10.84,Yael,both
CNT002483,2026-01-21,P043,Coca-Cola,77.8,Yael,both
CNT002484,2026-01-21,P044,Coca-Cola Zero,57.6,Yael,both
CNT002485,2026-01-21,P045,Sprite,48.2,Yael,both
CNT002486,2026-01-21,P046,Tonic Water,68.72,Yael,both
CNT002487,2026-01-21,P047,Soda Water,66.96,Yael,both
CNT002488,2026-01-21,P048,Red Bull,43.8,Yael,both
CNT002489,2026-01-21,P049,Ginger Beer,30.2,Yael,both
CNT002490,2026-01-21,P050,Orange Juice,4.0,Yael,both
CNT002491,2026-01-21,P051,Cranberry Juice,4.0,Yael,both
CNT002492,2026-01-21,P052,Lime Juice,7.27,Yael,both
CNT002493,2026-01-21,P053,Lemon Juice,3.45,Yael,both
CNT002494,2026-01-21,P054,Sugar Syrup,4.93,Yael,both
CNT002495,2026-01-21,P055,Fresh Mint,7.67,Yael,both
CNT002496,2026-01-21,P056,Coffee Beans,2.48,Yael,inside
CNT002497,2026-01-21,K001,Carlsberg 50L,5.61,Yael,inside
CNT002498,2026-01-21,K002,Tuborg 50L,4.26,Yael,inside
CNT002499,2026-01-21,K003,Carlsberg 30L,6.83,Yael,outside
CNT002500,2026-01-21,K004,Malka 30L,4.96,Yael,outside
CNT002501,2026-01-21,K005,Weihenstephan 30L,5.09,Yael,outside
CNT002502,2026-01-25,P001,Carlsberg,80.4,Shir,both
CNT002503,2026-01-25,P002,Heineken,55.6,Shir,both
CNT002504,2026-01-25,P003,Corona,52.2,Shir,both
CNT002505,2026-01-25,P004,Guinness,31.6,Shir,both
CNT002506,2026-01-25,P005,Goldstar,46.6,Shir,both
CNT002507,2026-01-25,P006,Maccabee,45.0,Shir,both
CNT002508,2026-01-25,P007,Stella Artois,45.4,Shir,both
CNT002509,2026-01-25,P008,Erdinger,36.2,Shir,both
CNT002510,2026-01-25,P009,Bombay Sapphire,9.99,Shir,both
CNT002511,2026-01-25,P010,Tanqueray,8.2,Shir,both
CNT002512,2026-01-25,P011,Hendrick's,12.09,Shir,both
CNT002513,2026-01-25,P012,Beefeater,5.8,Shir,both
CNT002514,2026-01-25,P013,Gordon's,13.57,Shir,both
CNT002515,2026-01-25,P014,Absolut,10.9,Shir,both
CNT002516,2026-01-25,P015,Finlandia,6.4,Shir,both
CNT002517,2026-01-25,P016,Grey Goose,10.6,Shir,both
CNT002518,2026-01-25,P017,Belvedere,6.66,Shir,both
CNT002519,2026-01-25,P018,Stolichnaya,6.06,Shir,both
CNT002520,2026-01-25,P019,Jameson,10.22,Shir,both
CNT002521,2026-01-25,P020,Jack Daniel's,4.42,Shir,both
CNT002522,2026-01-25,P021,Johnnie Walker Black,8.79,Shir,both
CNT002523,2026-01-25,P022,Chivas Regal,7.78,Shir,both
CNT002524,2026-01-25,P023,Maker's Mark,6.66,Shir,both
CNT002525,2026-01-25,P024,Glenfiddich 12,7.0,Shir,inside
CNT002526,2026-01-25,P025,Bacardi Carta Blanca,20.99,Shir,both
CNT002527,2026-01-25,P026,Havana Club 3,7.6,Shir,both
CNT002528,2026-01-25,P027,Captain Morgan,6.66,Shir,both
CNT002529,2026-01-25,P028,Diplomatico Reserva,4.43,Shir,both
CNT002530,2026-01-25,P029,Jose Cuervo,7.72,Shir,both
CNT002531,2026-01-25,P030,Olmeca Blanco,6.66,Shir,both
CNT002532,2026-01-25,P031,Patron Silver,17.17,Shir,inside
CNT002533,2026-01-25,P032,Don Julio Blanco,5.63,Shir,both
CNT002534,2026-01-25,P033,Aperol,17.91,Shir,outside
CNT002535,2026-01-25,P034,Campari,14.14,Shir,both
CNT002536,2026-01-25,P035,Cointreau,3.7,Shir,both
CNT002537,2026-01-25,P036,Kahlua,13.55,Shir,both
CNT002538,2026-01-25,P037,Martini Rosso,8.76,Shir,inside
CNT002539,2026-01-25,P038,House Red Wine,16.69,Shir,both
CNT002540,2026-01-25,P039,House White Wine,20.33,Shir,both
CNT002541,2026-01-25,P040,Rose Wine,10.2,Shir,both
CNT002542,2026-01-25,P041,Prosecco,18.34,Shir,both
CNT002543,2026-01-25,P042,Chardonnay,8.24,Shir,both
CNT002544,2026-01-25,P043,Coca-Cola,46.5,Shir,both
CNT002545,2026-01-25,P044,Coca-Cola Zero,19.6,Shir,both
CNT002546,2026-01-25,P045,Sprite,42.2,Shir,both
CNT002547,2026-01-25,P046,Tonic Water,34.22,Shir,both
CNT002548,2026-01-25,P047,Soda Water,28.96,Shir,both
CNT002549,2026-01-25,P048,Red Bull,38.8,Shir,both
CNT002550,2026-01-25,P049,Ginger Beer,19.2,Shir,both
CNT002551,2026-01-25,P050,Orange Juice,4.0,Shir,both
CNT002552,2026-01-25,P051,Cranberry Juice,4.0,Shir,both
CNT002553,2026-01-25,P052,Lime Juice,9.88,Shir,both
CNT002554,2026-01-25,P053,Lemon Juice,2.88,Shir,both
CNT002555,2026-01-25,P054,Sugar Syrup,3.24,Shir,both
CNT002556,2026-01-25,P055,Fresh Mint,6.73,Shir,both
CNT002557,2026-01-25,P056,Coffee Beans,8.01,Shir,inside
CNT002558,2026-01-25,K001,Carlsberg 50L,4.55,Shir,inside
CNT002559,2026-01-25,K002,Tuborg 50L,3.94,Shir,inside
CNT002560,2026-01-25,K003,Carlsberg 30L,5.43,Shir,outside
CNT002561,2026-01-25,K004,Malka 30L,4.89,Shir,outside
CNT002562,2026-01-25,K005,Weihenstephan 30L,4.31,Shir,outside
CNT002563,2026-01-28,P001,Carlsberg,80.4,Roei,both
CNT002564,2026-01-28,P002,Heineken,36.6,Roei,both
CNT002565,2026-01-28,P003,Corona,61.2,Roei,both
CNT002566,2026-01-28,P004,Guinness,48.6,Roei,both
CNT002567,2026-01-28,P005,Goldstar,51.42,Roei,both
CNT002568,2026-01-28,P006,Maccabee,33.0,Roei,both
CNT002569,2026-01-28,P007,Stella Artois,57.4,Roei,both
CNT002570,2026-01-28,P008,Erdinger,31.2,Roei,both
CNT002571,2026-01-28,P009,Bombay Sapphire,9.48,Roei,both
CNT002572,2026-01-28,P010,Tanqueray,7.77,Roei,both
CNT002573,2026-01-28,P011,Hendrick's,10.89,Roei,both
CNT002574,2026-01-28,P012,Beefeater,5.37,Roei,both
CNT002575,2026-01-28,P013,Gordon's,10.3,Roei,both
CNT002576,2026-01-28,P014,Absolut,20.14,Roei,both
CNT002577,2026-01-28,P015,Finlandia,5.97,Roei,both
CNT002578,2026-01-28,P016,Grey Goose,9.65,Roei,both
CNT002579,2026-01-28,P017,Belvedere,6.35,Roei,both
CNT002580,2026-01-28,P018,Stolichnaya,5.55,Roei,both
CNT002581,2026-01-28,P019,Jameson,8.42,Roei,both
CNT002582,2026-01-28,P020,Jack Daniel's,15.13,Roei,both
CNT002583,2026-01-28,P021,Johnnie Walker Black,8.19,Roei,both
CNT002584,2026-01-28,P022,Chivas Regal,7.26,Roei,both
CNT002585,2026-01-28,P023,Maker's Mark,6.4,Roei,both
CNT002586,2026-01-28,P024,Glenfiddich 12,6.57,Roei,inside
CNT002587,2026-01-28,P025,Bacardi Carta Blanca,15.72,Roei,both
CNT002588,2026-01-28,P026,Havana Club 3,7.26,Roei,both
CNT002589,2026-01-28,P027,Captain Morgan,6.15,Roei,both
CNT002590,2026-01-28,P028,Diplomatico Reserva,4.26,Roei,both
CNT002591,2026-01-28,P029,Jose Cuervo,6.86,Roei,both
CNT002592,2026-01-28,P030,Olmeca Blanco,6.32,Roei,both
CNT002593,2026-01-28,P031,Patron Silver,15.12,Roei,inside
CNT002594,2026-01-28,P032,Don Julio Blanco,5.2,Roei,both
CNT002595,2026-01-28,P033,Aperol,13.11,Roei,outside
CNT002596,2026-01-28,P034,Campari,12.86,Roei,both
CNT002597,2026-01-28,P035,Cointreau,2.5,Roei,both
CNT002598,2026-01-28,P036,Kahlua,12.52,Roei,both
CNT002599,2026-01-28,P037,Martini Rosso,7.73,Roei,inside
CNT002600,2026-01-28,P038,House Red Wine,25.27,Roei,both
CNT002601,2026-01-28,P039,House White Wine,15.7,Roei,both
CNT002602,2026-01-28,P040,Rose Wine,7.8,Roei,both
CNT002603,2026-01-28,P041,Prosecco,23.02,Roei,both
CNT002604,2026-01-28,P042,Chardonnay,7.24,Roei,both
CNT002605,2026-01-28,P043,Coca-Cola,68.2,Roei,both
CNT002606,2026-01-28,P044,Coca-Cola Zero,48.6,Roei,both
CNT002607,2026-01-28,P045,Sprite,50.2,Roei,both
CNT002608,2026-01-28,P046,Tonic Water,60.02,Roei,both
CNT002609,2026-01-28,P047,Soda Water,59.26,Roei,both
CNT002610,2026-01-28,P048,Red Bull,45.8,Roei,both
CNT002611,2026-01-28,P049,Ginger Beer,37.2,Roei,both
CNT002612,2026-01-28,P050,Orange Juice,5.0,Roei,both
CNT002613,2026-01-28,P051,Cranberry Juice,3.92,Roei,both
CNT002614,2026-01-28,P052,Lime Juice,8.01,Roei,both
CNT002615,2026-01-28,P053,Lemon Juice,8.55,Roei,both
CNT002616,2026-01-28,P054,Sugar Syrup,8.3,Roei,both
CNT002617,2026-01-28,P055,Fresh Mint,6.31,Roei,both
CNT002618,2026-01-28,P056,Coffee Beans,7.79,Roei,inside
CNT002619,2026-01-28,K001,Carlsberg 50L,5.2,Roei,inside
CNT002620,2026-01-28,K002,Tuborg 50L,4.17,Roei,inside
CNT002621,2026-01-28,K003,Carlsberg 30L,6.15,Roei,outside
CNT002622,2026-01-28,K004,Malka 30L,5.32,Roei,outside
CNT002623,2026-01-28,K005,Weihenstephan 30L,4.5,Roei,outside
CNT002624,2026-02-01,P001,Carlsberg,64.4,Shir,both
CNT002625,2026-02-01,P002,Heineken,76.6,Shir,both
CNT002626,2026-02-01,P003,Corona,53.2,Shir,both
CNT002627,2026-02-01,P004,Guinness,31.6,Shir,both
CNT002628,2026-02-01,P005,Goldstar,42.6,Shir,both
CNT002629,2026-02-01,P006,Maccabee,36.0,Shir,both
CNT002630,2026-02-01,P007,Stella Artois,33.4,Shir,both
CNT002631,2026-02-01,P008,Erdinger,17.2,Shir,both
CNT002632,2026-02-01,P009,Bombay Sapphire,8.02,Shir,both
CNT002633,2026-02-01,P010,Tanqueray,6.57,Shir,both
CNT002634,2026-02-01,P011,Hendrick's,8.49,Shir,both
CNT002635,2026-02-01,P012,Beefeater,4.6,Shir,both
CNT002636,2026-02-01,P013,Gordon's,15.33,Shir,both
CNT002637,2026-02-01,P014,Absolut,14.35,Shir,both
CNT002638,2026-02-01,P015,Finlandia,5.2,Shir,both
CNT002639,2026-02-01,P016,Grey Goose,8.28,Shir,both
CNT002640,2026-02-01,P017,Belvedere,5.63,Shir,both
CNT002641,2026-02-01,P018,Stolichnaya,4.95,Shir,both
CNT002642,2026-02-01,P019,Jameson,5.91,Shir,both
CNT002643,2026-02-01,P020,Jack Daniel's,12.9,Shir,both
CNT002644,2026-02-01,P021,Johnnie Walker Black,6.82,Shir,both
CNT002645,2026-02-01,P022,Chivas Regal,6.15,Shir,both
CNT002646,2026-02-01,P023,Maker's Mark,5.63,Shir,both
CNT002647,2026-02-01,P024,Glenfiddich 12,5.8,Shir,inside
CNT002648,2026-02-01,P025,Bacardi Carta Blanca,18.72,Shir,both
CNT002649,2026-02-01,P026,Havana Club 3,6.0,Shir,both
CNT002650,2026-02-01,P027,Captain Morgan,5.12,Shir,both
CNT002651,2026-02-01,P028,Diplomatico Reserva,3.92,Shir,both
CNT002652,2026-02-01,P029,Jose Cuervo,5.39,Shir,both
CNT002653,2026-02-01,P030,Olmeca Blanco,5.46,Shir,both
CNT002654,2026-02-01,P031,Patron Silver,9.57,Shir,inside
CNT002655,2026-02-01,P032,Don Julio Blanco,4.52,Shir,both
CNT002656,2026-02-01,P033,Aperol,17.23,Shir,outside
CNT002657,2026-02-01,P034,Campari,10.54,Shir,both
CNT002658,2026-02-01,P035,Cointreau,11.97,Shir,both
CNT002659,2026-02-01,P036,Kahlua,10.46,Shir,both
CNT002660,2026-02-01,P037,Martini Rosso,5.76,Shir,inside
CNT002661,2026-02-01,P038,House Red Wine,17.95,Shir,both
CNT002662,2026-02-01,P039,House White Wine,15.98,Shir,both
CNT002663,2026-02-01,P040,Rose Wine,15.8,Shir,both
CNT002664,2026-02-01,P041,Prosecco,21.74,Shir,both
CNT002665,2026-02-01,P042,Chardonnay,4.64,Shir,both
CNT002666,2026-02-01,P043,Coca-Cola,37.0,Shir,both
CNT002667,2026-02-01,P044,Coca-Cola Zero,26.6,Shir,both
CNT002668,2026-02-01,P045,Sprite,45.2,Shir,both
CNT002669,2026-02-01,P046,Tonic Water,18.92,Shir,both
CNT002670,2026-02-01,P047,Soda Water,27.52,Shir,both
CNT002671,2026-02-01,P048,Red Bull,15.8,Shir,both
CNT002672,2026-02-01,P049,Ginger Beer,25.2,Shir,both
CNT002673,2026-02-01,P050,Orange Juice,3.9,Shir,both
CNT002674,2026-02-01,P051,Cranberry Juice,4.0,Shir,both
CNT002675,2026-02-01,P052,Lime Juice,4.25,Shir,both
CNT002676,2026-02-01,P053,Lemon Juice,8.0,Shir,both
CNT002677,2026-02-01,P054,Sugar Syrup,6.69,Shir,both
CNT002678,2026-02-01,P055,Fresh Mint,5.63,Shir,both
CNT002679,2026-02-01,P056,Coffee Beans,7.36,Shir,inside
CNT002680,2026-02-01,K001,Carlsberg 50L,4.49,Shir,inside
CNT002681,2026-02-01,K002,Tuborg 50L,2.69,Shir,inside
CNT002682,2026-02-01,K003,Carlsberg 30L,5.48,Shir,outside
CNT002683,2026-02-01,K004,Malka 30L,5.17,Shir,outside
CNT002684,2026-02-01,K005,Weihenstephan 30L,3.62,Shir,outside
CNT002685,2026-02-04,P001,Carlsberg,80.4,Roei,both
CNT002686,2026-02-04,P002,Heineken,62.6,Roei,both
CNT002687,2026-02-04,P003,Corona,69.2,Roei,both
CNT002688,2026-02-04,P004,Guinness,25.46,Roei,both
CNT002689,2026-02-04,P005,Goldstar,67.6,Roei,both
CNT002690,2026-02-04,P006,Maccabee,52.0,Roei,both
CNT002691,2026-02-04,P007,Stella Artois,20.4,Roei,both
CNT002692,2026-02-04,P008,Erdinger,36.2,Roei,both
CNT002693,2026-02-04,P009,Bombay Sapphire,7.17,Roei,both
CNT002694,2026-02-04,P010,Tanqueray,6.15,Roei,both
CNT002695,2026-02-04,P011,Hendrick's,7.33,Roei,both
CNT002696,2026-02-04,P012,Beefeater,4.17,Roei,both
CNT002697,2026-02-04,P013,Gordon's,12.3,Roei,both
CNT002698,2026-02-04,P014,Absolut,11.62,Roei,both
CNT002699,2026-02-04,P015,Finlandia,4.86,Roei,both
CNT002700,2026-02-04,P016,Grey Goose,7.77,Roei,both
